flight_id,airline,source_airport,destination_airport
FL02076,AI,AP041,AP043
FL02077,AI,AP041,AP004
FL02078,AI,AP019,AP044
FL02079,AI,AP027,AP046
FL02080,AI,AP015,AP003
FL02081,AI,AP015,AP005
FL02082,AI,AP027,AP007
FL02083,AI,AP029,AP039
FL02084,AI,AP038,AP003
FL02085,AI,AP019,AP042
FL02086,AI,AP047,AP042
FL02087,AI,AP047,AP011
FL02088,AI,AP007,AP000
FL02089,AI,AP045,AP008
FL02090,AI,AP044,AP000
FL02091,AI,AP010,AP031
FL02092,AI,AP022,AP033
FL02093,AI,AP033,AP046
FL02094,AI,AP016,AP010
FL02095,AI,AP023,AP008
FL02096,AI,AP047,AP049
FL02097,AI,AP017,AP046
FL02098,AI,AP007,AP049
FL02099,AI,AP001,AP021
FL02100,AI,AP027,AP017
FL02101,AI,AP033,AP004
FL02102,AI,AP016,AP045
FL02103,AI,AP036,AP040
FL02104,AI,AP004,AP031
FL02105,AI,AP029,AP032
FL02106,AI,AP023,AP003
FL02107,AI,AP031,AP036
FL02108,AI,AP010,AP023
FL02109,AI,AP010,AP016
FL02110,AI,AP049,AP006
FL02111,AI,AP036,AP043
FL02112,AI,AP046,AP007
FL02113,AI,AP014,AP047
FL02114,AI,AP032,AP000
FL02115,AI,AP002,AP000
FL02116,AI,AP015,AP002
FL02117,AI,AP030,AP023
FL02118,AI,AP024,AP009
FL02119,AI,AP011,AP002
FL02120,AI,AP035,AP045
FL02121,AI,AP047,AP041
FL02122,AI,AP026,AP014
FL02123,AI,AP020,AP015
FL02124,AI,AP026,AP046
FL02125,AI,AP020,AP017
FL02126,AI,AP004,AP036
FL02127,AI,AP023,AP007
FL02128,AI,AP032,AP043
FL02129,AI,AP003,AP011
FL02130,AI,AP014,AP033
FL02131,AI,AP002,AP025
FL02132,AI,AP004,AP029
FL02133,AI,AP018,AP049
FL02134,AI,AP019,AP020
FL02135,AI,AP005,AP035
FL02136,AI,AP029,AP000
FL02137,AI,AP023,AP012
FL02138,AI,AP018,AP036
FL02139,AI,AP019,AP047
FL02140,AI,AP039,AP015
FL02141,AI,AP029,AP023
FL02142,AI,AP037,AP031
FL02143,AI,AP049,AP012
FL02144,AI,AP046,AP034
FL02145,AI,AP048,AP015
FL02146,AI,AP009,AP000
FL02147,AI,AP026,AP001
FL02148,AI,AP014,AP034
FL02149,AI,AP022,AP040
FL02150,AI,AP044,AP000
FL02151,AI,AP021,AP000
FL02152,AI,AP048,AP042
FL02153,AI,AP024,AP047
FL02154,AI,AP046,AP019
FL02155,AI,AP006,AP013
FL02156,AI,AP033,AP015
FL02157,AI,AP026,AP031
FL02158,AI,AP003,AP009
FL02159,AI,AP045,AP017
FL02160,AI,AP005,AP002
FL02161,AI,AP014,AP033
FL02162,AI,AP026,AP044
FL02163,AI,AP023,AP029
FL02164,AI,AP047,AP005
FL02165,AI,AP037,AP006
FL02166,AI,AP032,AP008
FL02167,AI,AP040,AP025
FL02168,AI,AP004,AP037
FL02169,AI,AP036,AP003
FL02170,AI,AP027,AP042
FL02171,AI,AP008,AP015
FL02172,AI,AP018,AP016
FL02173,AI,AP020,AP025
FL02174,AI,AP044,AP047
FL02175,AI,AP020,AP028
FL02176,AI,AP017,AP014
FL02177,AI,AP004,AP012
FL02178,AI,AP008,AP049
FL02179,AI,AP049,AP037
FL02180,AI,AP006,AP009
FL02181,AI,AP006,AP010
FL02182,AI,AP028,AP029
FL02183,AI,AP020,AP026
FL02184,AI,AP007,AP034
FL02185,AI,AP022,AP049
FL02186,AI,AP013,AP028
FL02187,AI,AP019,AP029
FL02188,AI,AP016,AP007
FL02189,AI,AP005,AP010
FL02190,AI,AP043,AP019
FL02191,AI,AP045,AP044
FL02192,AI,AP038,AP002
FL02193,AI,AP013,AP020
FL02194,AI,AP009,AP005
FL02195,AI,AP045,AP015
FL02196,AI,AP022,AP025
FL02197,AI,AP032,AP003
FL02198,AI,AP043,AP019
FL02199,AI,AP016,AP011
FL02200,AI,AP001,AP025
FL02201,AI,AP028,AP035
FL02202,AI,AP047,AP035
FL02203,AI,AP015,AP006
FL02204,AI,AP029,AP006
FL02205,AI,AP008,AP007
FL02206,AI,AP000,AP003
FL02207,AI,AP049,AP014
FL02208,AI,AP008,AP012
FL02209,AI,AP025,AP023
FL02210,AI,AP043,AP040
FL02211,AI,AP041,AP005
FL02212,AI,AP037,AP016
FL02213,AI,AP004,AP001
FL02214,AI,AP004,AP012
FL02215,AI,AP041,AP028
FL02216,AI,AP008,AP005
FL02217,AI,AP021,AP007
FL02218,AI,AP002,AP029
FL02219,AI,AP003,AP010
FL02220,AI,AP036,AP027
FL02221,AI,AP046,AP025
FL02222,AI,AP031,AP001
FL02223,AI,AP024,AP043
FL02224,AI,AP027,AP011
FL02225,AI,AP022,AP013
FL02226,AI,AP011,AP017
FL02227,AI,AP017,AP028
FL02228,AI,AP009,AP002
FL02229,AI,AP039,AP015
FL02230,AI,AP041,AP018
FL02231,AI,AP031,AP026
FL02232,AI,AP035,AP030
FL02233,AI,AP003,AP005
FL02234,AI,AP017,AP024
FL02235,AI,AP008,AP026
FL02236,AI,AP012,AP041
FL02237,AI,AP033,AP015
FL02238,AI,AP040,AP034
FL02239,AI,AP001,AP024
FL02240,AI,AP045,AP022
FL02241,AI,AP030,AP034
FL02242,AI,AP031,AP022
FL02243,AI,AP036,AP032
FL02244,AI,AP020,AP024
FL02245,AI,AP017,AP011
FL02246,AI,AP001,AP020
FL02247,AI,AP038,AP014
FL02248,AI,AP001,AP049
FL02249,AI,AP017,AP003
FL02250,AI,AP030,AP033
FL02251,AI,AP022,AP049
FL02252,AI,AP037,AP014
FL02253,AI,AP010,AP006
FL02254,AI,AP015,AP042
FL02255,AI,AP015,AP017
FL02256,AI,AP034,AP047
FL02257,AI,AP003,AP048
FL02258,AI,AP014,AP036
FL02259,AI,AP024,AP022
FL02260,AI,AP011,AP015
FL02261,AI,AP037,AP020
FL02262,AI,AP047,AP044
FL02263,AI,AP022,AP037
FL02264,AI,AP001,AP045
FL02265,AI,AP044,AP022
FL02266,AI,AP036,AP009
FL02267,AI,AP036,AP012
FL02268,AI,AP031,AP034
FL02269,AI,AP019,AP011
FL02270,AI,AP031,AP002
FL02271,AI,AP005,AP003
FL02272,AI,AP014,AP038
FL02273,AI,AP014,AP001
FL02274,AI,AP033,AP030
FL02275,AI,AP000,AP021
FL02276,AI,AP039,AP012
FL02277,AI,AP008,AP021
FL02278,AI,AP045,AP011
FL02279,AI,AP020,AP003
FL02280,AI,AP001,AP009
FL02281,AI,AP037,AP045
FL02282,AI,AP009,AP049
FL02283,AI,AP007,AP033
FL02284,AI,AP023,AP004
FL02285,AI,AP023,AP045
FL02286,AI,AP042,AP025
FL02287,AI,AP037,AP006
FL02288,AI,AP021,AP019
FL02289,AI,AP020,AP008
FL02290,AI,AP010,AP046
FL02291,AI,AP027,AP040
FL02292,AI,AP031,AP041
FL02293,AI,AP020,AP011
FL02294,AI,AP045,AP035
FL02295,AI,AP044,AP039
FL02296,AI,AP022,AP014
FL02297,AI,AP042,AP037
FL02298,AI,AP011,AP024
FL02299,AI,AP019,AP046
FL02300,AI,AP044,AP018
FL02301,AI,AP008,AP011
FL02302,AI,AP046,AP000
FL02303,AI,AP044,AP036
FL02304,AI,AP025,AP049
FL02305,AI,AP036,AP002
FL02306,AI,AP011,AP038
FL02307,AI,AP020,AP039
FL02308,AI,AP014,AP040
FL02309,AI,AP036,AP006
FL02310,AI,AP031,AP009
FL02311,AI,AP021,AP047
FL02312,AI,AP004,AP015
FL02313,AI,AP022,AP020
FL02314,AI,AP010,AP040
FL02315,AI,AP005,AP045
FL02316,AI,AP042,AP040
FL02317,AI,AP046,AP021
FL02318,AI,AP028,AP000
FL02319,AI,AP016,AP013
FL02320,AI,AP015,AP044
FL02321,AI,AP004,AP022
FL02322,AI,AP016,AP006
FL02323,AI,AP046,AP000
FL02324,AI,AP003,AP024
FL02325,AI,AP028,AP046
FL02326,AI,AP026,AP010
FL02327,AI,AP026,AP031
FL02328,AI,AP024,AP022
FL02329,AI,AP034,AP024
FL02330,AI,AP006,AP030
FL02331,AI,AP036,AP041
FL02332,AI,AP048,AP043
FL02333,AI,AP014,AP010
FL02334,AI,AP028,AP004
FL02335,AI,AP002,AP018
FL02336,AI,AP001,AP020
FL02337,AI,AP016,AP006
FL02338,AI,AP004,AP021
FL02339,AI,AP010,AP024
FL02340,AI,AP010,AP046
FL02341,AI,AP004,AP035
FL02342,AI,AP005,AP021
FL02343,AI,AP038,AP039
FL02344,AI,AP030,AP045
FL02345,AI,AP001,AP027
FL02346,AI,AP041,AP010
FL02347,AI,AP038,AP027
FL02348,AI,AP010,AP003
FL02349,AI,AP006,AP021
FL02350,AI,AP013,AP012
FL02351,AI,AP026,AP044
FL02352,AI,AP035,AP046
FL02353,AI,AP046,AP034
FL02354,AI,AP016,AP042
FL02355,AI,AP018,AP019
FL02356,AI,AP015,AP006
FL02357,AI,AP003,AP025
FL02358,AI,AP036,AP035
FL02359,AI,AP031,AP009
FL02360,AI,AP003,AP023
FL02361,AI,AP000,AP027
FL02362,AI,AP005,AP018
FL02363,AI,AP042,AP040
FL02364,AI,AP038,AP030
FL02365,AI,AP012,AP006
FL02366,AI,AP001,AP013
FL02367,AI,AP010,AP040
FL02368,AI,AP018,AP005
FL02369,AI,AP030,AP007
FL02370,AI,AP019,AP025
FL02371,AI,AP030,AP031
FL02372,AI,AP042,AP016
FL02373,AI,AP005,AP041
FL02374,AI,AP034,AP024
FL02375,AI,AP011,AP023
FL02376,AI,AP024,AP023
FL02377,AI,AP011,AP028
FL02378,AI,AP002,AP016
FL02379,AI,AP028,AP029
FL02380,AI,AP016,AP014
FL02381,AI,AP017,AP036
FL02382,AI,AP003,AP009
FL02383,AI,AP048,AP044
FL02384,AI,AP042,AP006
FL02385,AI,AP005,AP042
FL02386,AI,AP022,AP034
FL02387,AI,AP026,AP048
FL02388,AI,AP037,AP014
FL02389,AI,AP035,AP003
FL02390,AI,AP024,AP033
FL02391,AI,AP026,AP034
FL02392,AI,AP043,AP030
FL02393,AI,AP036,AP015
FL02394,AI,AP030,AP019
FL02395,AI,AP005,AP025
FL02396,AI,AP045,AP002
FL02397,AI,AP032,AP036
FL02398,AI,AP033,AP036
FL02399,AI,AP043,AP039
FL02400,AI,AP009,AP007
FL02401,AI,AP048,AP028
FL02402,AI,AP011,AP010
FL02403,AI,AP013,AP012
FL02404,AI,AP008,AP002
FL02405,AI,AP027,AP005
FL02406,AI,AP043,AP027
FL02407,AI,AP012,AP040
FL02408,AI,AP009,AP038
FL02409,AI,AP016,AP020
FL02410,AI,AP046,AP004
FL02411,AI,AP005,AP024
FL02412,AI,AP035,AP025
FL02413,AI,AP035,AP020
FL02414,AI,AP017,AP033
FL02415,AI,AP029,AP000
FL02416,AI,AP044,AP039
FL02417,AI,AP037,AP033
FL02418,AI,AP026,AP007
FL02419,AI,AP026,AP009
FL02420,AI,AP009,AP036
FL02421,AI,AP037,AP048
FL02422,AI,AP006,AP036
FL02423,AI,AP049,AP006
FL02424,AI,AP018,AP034
FL02425,AI,AP022,AP026
FL02426,AI,AP016,AP024
FL02427,AI,AP041,AP031
FL02428,AI,AP036,AP038
FL02429,AI,AP030,AP002
FL02430,AI,AP011,AP017
FL02431,AI,AP025,AP009
FL02432,AI,AP039,AP038
FL02433,AI,AP043,AP044
FL02434,AI,AP025,AP002
FL02435,AI,AP025,AP021
FL02436,AI,AP044,AP015
FL02437,AI,AP003,AP047
FL02438,AI,AP030,AP017
FL02439,AI,AP023,AP001
FL02440,AI,AP021,AP019
FL02441,AI,AP019,AP017
FL02442,AI,AP031,AP044
FL02443,AI,AP043,AP006
FL02444,AI,AP014,AP008
FL02445,AI,AP019,AP047
FL02446,AI,AP028,AP049
FL02447,AI,AP020,AP017
FL02448,AI,AP046,AP026
FL02449,AI,AP038,AP041
FL02450,AI,AP005,AP012
FL02451,AI,AP028,AP013
FL02452,AI,AP026,AP047
FL02453,AI,AP031,AP048
FL02454,AI,AP033,AP023
FL02455,AI,AP003,AP032
FL02456,AI,AP010,AP004
FL02457,AI,AP019,AP045
FL02458,AI,AP032,AP025
FL02459,AI,AP008,AP049
FL02460,AI,AP033,AP036
FL02461,AI,AP001,AP011
FL02462,AI,AP012,AP003
FL02463,AI,AP015,AP002
FL02464,AI,AP029,AP003
FL02465,AI,AP023,AP045
FL02466,AI,AP012,AP017
FL02467,AI,AP023,AP029
FL02468,AI,AP032,AP025
FL02469,AI,AP040,AP007
FL02470,AI,AP043,AP001
FL02471,AI,AP015,AP023
FL02472,AI,AP031,AP038
FL02473,AI,AP028,AP011
FL02474,AI,AP030,AP037
FL02475,AI,AP035,AP022
FL02476,AI,AP022,AP010
FL02477,AI,AP016,AP047
FL02478,AI,AP044,AP005
FL02479,AI,AP018,AP001
FL02480,AI,AP024,AP003
FL02481,AI,AP010,AP036
FL02482,AI,AP049,AP013
FL02483,AI,AP014,AP041
FL02484,AI,AP014,AP043
FL02485,AI,AP013,AP017
FL02486,AI,AP041,AP026
FL02487,AI,AP032,AP001
FL02488,AI,AP049,AP043
FL02489,AI,AP000,AP030
FL02490,AI,AP008,AP041
FL02491,AI,AP011,AP038
FL02492,AI,AP000,AP014
FL02493,AI,AP016,AP038
FL02494,AI,AP019,AP045
FL02495,AI,AP045,AP041
FL02496,AI,AP017,AP027
FL02497,AI,AP024,AP022
FL02498,AI,AP029,AP016
FL02499,AI,AP013,AP029
FL02500,AI,AP019,AP043
FL02501,AI,AP033,AP039
FL02502,AI,AP025,AP037
FL02503,AI,AP006,AP000
FL02504,AI,AP032,AP042
FL02505,AI,AP023,AP035
FL02506,AI,AP041,AP038
FL02507,AI,AP038,AP018
FL02508,AI,AP019,AP043
FL02509,AI,AP006,AP030
FL02510,AI,AP004,AP021
FL02511,AI,AP017,AP040
FL02512,AI,AP020,AP017
FL02513,AI,AP016,AP041
FL02514,AI,AP045,AP041
FL02515,AI,AP019,AP012
FL02516,AI,AP009,AP033
FL02517,AI,AP048,AP015
FL02518,AI,AP003,AP038
FL02519,AI,AP025,AP042
FL02520,AI,AP020,AP043
FL02521,AI,AP008,AP046
FL02522,AI,AP001,AP041
FL02523,AI,AP031,AP018
FL02524,AI,AP016,AP026
FL02525,AI,AP025,AP024
FL02526,AI,AP047,AP002
FL02527,AI,AP037,AP045
FL02528,AI,AP036,AP012
FL02529,AI,AP021,AP046
FL02530,AI,AP045,AP014
FL02531,AI,AP043,AP034
FL02532,AI,AP040,AP030
FL02533,AI,AP042,AP022
FL02534,AI,AP032,AP019
FL02535,AI,AP010,AP042
FL02536,AI,AP035,AP011
FL02537,AI,AP018,AP006
FL02538,AI,AP030,AP008
FL02539,AI,AP047,AP016
FL02540,AI,AP046,AP035
FL02541,AI,AP048,AP011
FL02542,AI,AP043,AP021
FL02543,AI,AP041,AP005
FL02544,AI,AP014,AP022
FL02545,AI,AP014,AP047
FL02546,AI,AP019,AP026
FL02547,AI,AP021,AP023
FL02548,AI,AP016,AP037
FL02549,AI,AP018,AP029
FL02550,AI,AP007,AP030
FL02551,AI,AP003,AP040
FL02552,AI,AP037,AP039
FL02553,AI,AP004,AP030
FL02554,AI,AP012,AP032
FL02555,AI,AP007,AP043
FL02556,AI,AP024,AP033
FL02557,AI,AP019,AP026
FL02558,AI,AP003,AP009
FL02559,AI,AP008,AP012
FL02560,AI,AP021,AP026
FL02561,AI,AP036,AP029
FL02562,AI,AP009,AP020
FL02563,AI,AP045,AP011
FL02564,AI,AP049,AP005
FL02565,AI,AP031,AP021
FL02566,AI,AP040,AP011
FL02567,AI,AP020,AP040
FL02568,AI,AP003,AP000
FL02569,AI,AP028,AP017
FL02570,AI,AP013,AP048
FL02571,AI,AP049,AP010
FL02572,AI,AP036,AP048
FL02573,AI,AP010,AP031
FL02574,AI,AP048,AP049
FL02575,AI,AP005,AP008
FL02576,AI,AP039,AP027
FL02577,AI,AP040,AP027
FL02578,AI,AP025,AP027
FL02579,AI,AP030,AP024
FL02580,AI,AP000,AP002
FL02581,AI,AP034,AP012
FL02582,AI,AP046,AP023
FL02583,AI,AP000,AP020
FL02584,AI,AP048,AP033
FL02585,AI,AP012,AP001
FL02586,AI,AP043,AP000
FL02587,AI,AP040,AP046
FL02588,AI,AP015,AP014
FL02589,AI,AP044,AP022
FL02590,AI,AP019,AP008
FL02591,AI,AP006,AP024
FL02592,AI,AP032,AP037
FL02593,AI,AP019,AP010
FL02594,AI,AP004,AP002
FL02595,AI,AP019,AP018
FL02596,AI,AP029,AP046
FL02597,AI,AP033,AP038
FL02598,AI,AP033,AP021
FL02599,AI,AP027,AP043
FL02600,AI,AP008,AP021
FL02601,AI,AP031,AP022
FL02602,AI,AP048,AP012
FL02603,AI,AP010,AP025
FL02604,AI,AP001,AP014
FL02605,AI,AP014,AP046
FL02606,AI,AP008,AP013
FL02607,AI,AP046,AP001
FL02608,AI,AP037,AP032
FL02609,AI,AP010,AP007
FL02610,AI,AP023,AP045
FL02611,AI,AP041,AP002
FL02612,AI,AP024,AP040
FL02613,AI,AP016,AP049
FL02614,AI,AP034,AP039
FL02615,AI,AP003,AP038
FL02616,AI,AP003,AP042
FL02617,AI,AP006,AP041
FL02618,AI,AP001,AP003
FL02619,AI,AP044,AP007
FL02620,AI,AP026,AP028
FL02621,AI,AP024,AP007
FL02622,AI,AP035,AP016
FL02623,AI,AP030,AP044
FL02624,AI,AP009,AP013
FL02625,AI,AP044,AP043
FL02626,AI,AP040,AP000
FL02627,AI,AP019,AP026
FL02628,AI,AP042,AP006
FL02629,AI,AP042,AP033
FL02630,AI,AP017,AP039
FL02631,AI,AP038,AP044
FL02632,AI,AP008,AP026
FL02633,AI,AP006,AP032
FL02634,AI,AP046,AP039
FL02635,AI,AP007,AP018
FL02636,AI,AP007,AP006
FL02637,AI,AP031,AP012
FL02638,AI,AP038,AP012
FL02639,AI,AP049,AP016
FL02640,AI,AP033,AP012
FL02641,AI,AP022,AP045
FL02642,AI,AP026,AP018
FL02643,AI,AP010,AP002
FL02644,AI,AP035,AP031
FL02645,AI,AP013,AP044
FL02646,AI,AP030,AP021
FL02647,AI,AP015,AP000
FL02648,AI,AP000,AP042
FL02649,AI,AP005,AP007
FL02650,AI,AP036,AP042
FL02651,AI,AP031,AP009
FL02652,AI,AP005,AP049
FL02653,AI,AP032,AP004
FL02654,AI,AP046,AP006
FL02655,AI,AP016,AP041
FL02656,AI,AP014,AP029
FL02657,AI,AP018,AP016
FL02658,AI,AP029,AP003
FL02659,AI,AP006,AP011
FL02660,AI,AP002,AP018
FL02661,AI,AP023,AP043
FL02662,AI,AP020,AP027
FL02663,AI,AP047,AP007
FL02664,AI,AP006,AP048
FL02665,AI,AP002,AP000
FL02666,AI,AP008,AP042
FL02667,AI,AP041,AP010
FL02668,AI,AP021,AP022
FL02669,AI,AP028,AP039
FL02670,AI,AP017,AP046
FL02671,AI,AP005,AP023
FL02672,AI,AP021,AP011
FL02673,AI,AP007,AP025
FL02674,AI,AP025,AP029
FL02675,AI,AP017,AP024
FL02676,AI,AP044,AP030
FL02677,AI,AP026,AP041
FL02678,AI,AP010,AP007
FL02679,AI,AP008,AP044
FL02680,AI,AP046,AP003
FL02681,AI,AP010,AP006
FL02682,AI,AP026,AP037
FL02683,AI,AP030,AP036
FL02684,AI,AP043,AP028
FL02685,AI,AP011,AP039
FL02686,AI,AP024,AP049
FL02687,AI,AP022,AP039
FL02688,AI,AP001,AP043
FL02689,AI,AP046,AP008
FL02690,AI,AP030,AP031
FL02691,AI,AP007,AP026
FL02692,AI,AP028,AP002
FL02693,AI,AP004,AP016
FL02694,AI,AP041,AP020
FL02695,AI,AP000,AP045
FL02696,AI,AP043,AP033
FL02697,AI,AP049,AP047
FL02698,AI,AP036,AP046
FL02699,AI,AP036,AP014
FL02700,AI,AP042,AP021
FL02701,AI,AP033,AP044
FL02702,AI,AP044,AP039
FL02703,AI,AP006,AP027
FL02704,AI,AP042,AP046
FL02705,AI,AP015,AP030
FL02706,AI,AP022,AP042
FL02707,AI,AP043,AP041
FL02708,AI,AP024,AP009
FL02709,AI,AP035,AP039
FL02710,AI,AP003,AP000
FL02711,AI,AP041,AP010
FL02712,AI,AP032,AP030
FL02713,AI,AP031,AP010
FL02714,AI,AP004,AP048
FL02715,AI,AP031,AP020
FL02716,AI,AP015,AP021
FL02717,AI,AP017,AP003
FL02718,AI,AP032,AP014
FL02719,AI,AP035,AP041
FL02720,AI,AP024,AP025
FL02721,AI,AP015,AP005
FL02722,AI,AP029,AP028
FL02723,AI,AP036,AP028
FL02724,AI,AP005,AP031
FL02725,AI,AP028,AP020
FL02726,AI,AP007,AP031
FL02727,AI,AP047,AP041
FL02728,AI,AP001,AP006
FL02729,AI,AP025,AP026
FL02730,AI,AP002,AP035
FL02731,AI,AP035,AP000
FL02732,AI,AP005,AP038
FL02733,AI,AP039,AP040
FL02734,AI,AP019,AP032
FL02735,AI,AP035,AP013
FL02736,AI,AP041,AP042
FL02737,AI,AP029,AP021
FL02738,AI,AP023,AP003
FL02739,AI,AP014,AP029
FL02740,AI,AP021,AP035
FL02741,AI,AP049,AP039
FL02742,AI,AP038,AP030
FL02743,AI,AP045,AP042
FL02744,AI,AP023,AP045
FL02745,AI,AP028,AP007
FL02746,AI,AP006,AP048
FL02747,AI,AP042,AP014
FL02748,AI,AP000,AP021
FL02749,AI,AP022,AP040
FL02750,AI,AP018,AP035
FL02751,AI,AP033,AP023
FL02752,AI,AP044,AP006
FL02753,AI,AP002,AP010
FL02754,AI,AP031,AP008
FL02755,AI,AP045,AP047
FL02756,AI,AP046,AP026
FL02757,AI,AP006,AP016
FL02758,AI,AP039,AP012
FL02759,AI,AP012,AP007
FL02760,AI,AP025,AP013
FL02761,AI,AP029,AP012
FL02762,AI,AP045,AP021
FL02763,AI,AP006,AP048
FL02764,AI,AP026,AP002
FL02765,AI,AP040,AP043
FL02766,AI,AP037,AP007
FL02767,AI,AP049,AP028
FL02768,AI,AP029,AP042
FL02769,AI,AP037,AP032
FL02770,AI,AP008,AP031
FL02771,AI,AP000,AP033
FL02772,AI,AP047,AP003
FL02773,AI,AP035,AP027
FL02774,AI,AP037,AP030
FL02775,AI,AP032,AP049
FL02776,AI,AP011,AP044
FL02777,AI,AP037,AP011
FL02778,AI,AP046,AP008
FL02779,AI,AP006,AP024
FL02780,AI,AP042,AP038
FL02781,AI,AP038,AP020
FL02782,AI,AP032,AP024
FL02783,AI,AP026,AP038
FL02784,AI,AP044,AP048
FL02785,AI,AP015,AP017
FL02786,AI,AP025,AP021
FL02787,AI,AP018,AP028
FL02788,AI,AP008,AP026
FL02789,AI,AP038,AP044
FL02790,AI,AP047,AP032
FL02791,AI,AP019,AP044
FL02792,AI,AP035,AP020
FL02793,AI,AP045,AP047
FL02794,AI,AP035,AP040
FL02795,AI,AP013,AP012
FL02796,AI,AP013,AP039
FL02797,AI,AP045,AP018
FL02798,AI,AP043,AP022
FL02799,AI,AP043,AP008
FL02800,AI,AP045,AP041
FL02801,AI,AP011,AP032
FL02802,AI,AP034,AP044
FL02803,AI,AP040,AP020
FL02804,AI,AP045,AP007
FL02805,AI,AP048,AP022
FL02806,AI,AP035,AP030
FL02807,AI,AP037,AP036
FL02808,AI,AP042,AP045
FL02809,AI,AP026,AP043
FL02810,AI,AP047,AP034
FL02811,AI,AP018,AP027
FL02812,AI,AP000,AP033
FL02813,AI,AP006,AP001
FL02814,AI,AP024,AP009
FL02815,AI,AP003,AP042
FL02816,AI,AP003,AP012
FL02817,AI,AP017,AP048
FL02818,AI,AP010,AP018
FL02819,AI,AP043,AP016
FL02820,AI,AP009,AP003
FL02821,AI,AP044,AP018
FL02822,AI,AP013,AP048
FL02823,AI,AP034,AP002
FL02824,AI,AP022,AP028
FL02825,AI,AP006,AP039
FL02826,AI,AP043,AP047
FL02827,AI,AP035,AP014
FL02828,AI,AP047,AP041
FL02829,AI,AP035,AP024
FL02830,AI,AP015,AP032
FL02831,AI,AP044,AP018
FL02832,AI,AP044,AP042
FL02833,AI,AP003,AP024
FL02834,AI,AP024,AP026
FL02835,AI,AP043,AP020
FL02836,AI,AP035,AP003
FL02837,AI,AP000,AP047
FL02838,AI,AP016,AP012
FL02839,AI,AP039,AP049
FL02840,AI,AP028,AP014
FL02841,AI,AP040,AP045
FL02842,AI,AP045,AP041
FL02843,AI,AP023,AP048
FL02844,AI,AP037,AP034
FL02845,AI,AP047,AP038
FL02846,AI,AP012,AP049
FL02847,AI,AP046,AP012
FL02848,AI,AP018,AP028
FL02849,AI,AP011,AP043
FL02850,AI,AP004,AP011
FL02851,AI,AP011,AP047
FL02852,AI,AP032,AP007
FL02853,AI,AP024,AP002
FL02854,AI,AP027,AP017
FL02855,AI,AP035,AP016
FL02856,AI,AP008,AP010
FL02857,AI,AP037,AP016
FL02858,AI,AP000,AP021
FL02859,AI,AP029,AP045
FL02860,AI,AP009,AP002
FL02861,AI,AP009,AP020
FL02862,AI,AP038,AP003
FL02863,AI,AP049,AP040
FL02864,AI,AP039,AP042
FL02865,AI,AP019,AP031
FL02866,AI,AP036,AP035
FL02867,AI,AP022,AP004
FL02868,AI,AP045,AP020
FL02869,AI,AP033,AP014
FL02870,AI,AP011,AP033
FL02871,AI,AP004,AP032
FL02872,AI,AP010,AP026
FL02873,AI,AP034,AP025
FL02874,AI,AP005,AP022
FL02875,AI,AP014,AP013
FL02876,AI,AP042,AP021
FL02877,AI,AP021,AP023
FL02878,AI,AP018,AP013
FL02879,AI,AP048,AP039
FL02880,AI,AP033,AP030
FL02881,AI,AP035,AP048
FL02882,AI,AP041,AP000
FL02883,AI,AP007,AP042
FL02884,AI,AP022,AP028
FL02885,AI,AP015,AP041
FL02886,AI,AP039,AP015
FL02887,AI,AP002,AP043
FL02888,AI,AP020,AP024
FL02889,AI,AP007,AP024
FL02890,AI,AP016,AP034
FL02891,AI,AP046,AP018
FL02892,AI,AP001,AP033
FL02893,AI,AP049,AP023
FL02894,AI,AP032,AP028
FL02895,AI,AP031,AP002
FL02896,AI,AP018,AP041
FL02897,AI,AP012,AP020
FL02898,AI,AP032,AP005
FL02899,AI,AP006,AP010
FL02900,AI,AP049,AP034
FL02901,AI,AP034,AP000
FL02902,AI,AP040,AP004
FL02903,AI,AP013,AP042
FL02904,AI,AP040,AP049
FL02905,AI,AP013,AP043
FL02906,AI,AP027,AP006
FL02907,AI,AP013,AP034
FL02908,AI,AP044,AP047
FL02909,AI,AP049,AP027
FL02910,AI,AP041,AP004
FL02911,AI,AP047,AP043
FL02912,AI,AP009,AP001
FL02913,AI,AP029,AP045
FL02914,AI,AP021,AP002
FL02915,AI,AP005,AP004
FL02916,AI,AP003,AP011
FL02917,AI,AP016,AP035
FL02918,AI,AP004,AP036
FL02919,AI,AP014,AP016
FL02920,AI,AP026,AP024
FL02921,AI,AP028,AP040
FL02922,AI,AP025,AP027
FL02923,AI,AP020,AP001
FL02924,AI,AP024,AP043
FL02925,AI,AP007,AP034
FL02926,AI,AP000,AP041
FL02927,AI,AP046,AP039
FL02928,AI,AP004,AP048
FL02929,AI,AP047,AP037
FL02930,AI,AP002,AP044
FL02931,AI,AP004,AP022
FL02932,AI,AP032,AP006
FL02933,AI,AP018,AP043
FL02934,AI,AP019,AP038
FL02935,AI,AP005,AP018
FL02936,AI,AP048,AP028
FL02937,AI,AP024,AP025
FL02938,AI,AP042,AP001
FL02939,AI,AP030,AP010
FL02940,AI,AP034,AP014
FL02941,AI,AP008,AP047
FL02942,AI,AP025,AP034
FL02943,AI,AP018,AP040
FL02944,AI,AP009,AP019
FL02945,AI,AP043,AP046
FL02946,AI,AP041,AP023
FL02947,AI,AP000,AP035
FL02948,AI,AP035,AP009
