passenger_id,name,passenger_type,loyalty_level
P022544,Passenger_22544,LOYALTY,3
P022545,Passenger_22545,LOYALTY,4
P022546,Passenger_22546,LOYALTY,3
P022547,Passenger_22547,VIP,4
P022548,Passenger_22548,LOYALTY,2
P022549,Passenger_22549,UNACCOMPANIED_MINOR,0
P022550,Passenger_22550,VIP,1
P022551,Passenger_22551,NORMAL,5
P022552,Passenger_22552,VIP,4
P022553,Passenger_22553,LOYALTY,2
P022554,Passenger_22554,LOYALTY,3
P022555,Passenger_22555,UNACCOMPANIED_MINOR,5
P022556,Passenger_22556,NORMAL,5
P022557,Passenger_22557,LOYALTY,4
P022558,Passenger_22558,VIP,0
P022559,Passenger_22559,VIP,4
P022560,Passenger_22560,UNACCOMPANIED_MINOR,4
P022561,Passenger_22561,VIP,0
P022562,Passenger_22562,VIP,4
P022563,Passenger_22563,UNACCOMPANIED_MINOR,0
P022564,Passenger_22564,LOYALTY,4
P022565,Passenger_22565,NORMAL,5
P022566,Passenger_22566,UNACCOMPANIED_MINOR,4
P022567,Passenger_22567,NORMAL,3
P022568,Passenger_22568,UNACCOMPANIED_MINOR,3
P022569,Passenger_22569,NORMAL,2
P022570,Passenger_22570,VIP,2
P022571,Passenger_22571,NORMAL,5
P022572,Passenger_22572,UNACCOMPANIED_MINOR,0
P022573,Passenger_22573,UNACCOMPANIED_MINOR,0
P022574,Passenger_22574,NORMAL,0
P022575,Passenger_22575,LOYALTY,3
P022576,Passenger_22576,VIP,0
P022577,Passenger_22577,LOYALTY,1
P022578,Passenger_22578,NORMAL,0
P022579,Passenger_22579,UNACCOMPANIED_MINOR,1
P022580,Passenger_22580,VIP,3
P022581,Passenger_22581,UNACCOMPANIED_MINOR,4
P022582,Passenger_22582,NORMAL,1
P022583,Passenger_22583,UNACCOMPANIED_MINOR,2
P022584,Passenger_22584,UNACCOMPANIED_MINOR,1
P022585,Passenger_22585,VIP,4
P022586,Passenger_22586,VIP,3
P022587,Passenger_22587,VIP,1
P022588,Passenger_22588,NORMAL,5
P022589,Passenger_22589,LOYALTY,1
P022590,Passenger_22590,VIP,1
P022591,Passenger_22591,VIP,2
P022592,Passenger_22592,NORMAL,2
P022593,Passenger_22593,LOYALTY,0
P022594,Passenger_22594,NORMAL,5
P022595,Passenger_22595,VIP,1
P022596,Passenger_22596,UNACCOMPANIED_MINOR,3
P022597,Passenger_22597,LOYALTY,3
P022598,Passenger_22598,LOYALTY,1
P022599,Passenger_22599,VIP,0
P022600,Passenger_22600,VIP,1
P022601,Passenger_22601,NORMAL,0
P022602,Passenger_22602,VIP,5
P022603,Passenger_22603,LOYALTY,0
P022604,Passenger_22604,NORMAL,2
P022605,Passenger_22605,VIP,1
P022606,Passenger_22606,NORMAL,0
P022607,Passenger_22607,NORMAL,1
P022608,Passenger_22608,VIP,4
P022609,Passenger_22609,NORMAL,2
P022610,Passenger_22610,UNACCOMPANIED_MINOR,2
P022611,Passenger_22611,VIP,5
P022612,Passenger_22612,UNACCOMPANIED_MINOR,3
P022613,Passenger_22613,NORMAL,3
P022614,Passenger_22614,NORMAL,1
P022615,Passenger_22615,VIP,4
P022616,Passenger_22616,VIP,0
P022617,Passenger_22617,VIP,3
P022618,Passenger_22618,NORMAL,3
P022619,Passenger_22619,LOYALTY,4
P022620,Passenger_22620,VIP,3
P022621,Passenger_22621,NORMAL,1
P022622,Passenger_22622,UNACCOMPANIED_MINOR,0
P022623,Passenger_22623,LOYALTY,3
P022624,Passenger_22624,LOYALTY,2
P022625,Passenger_22625,NORMAL,4
P022626,Passenger_22626,UNACCOMPANIED_MINOR,4
P022627,Passenger_22627,LOYALTY,1
P022628,Passenger_22628,LOYALTY,1
P022629,Passenger_22629,NORMAL,3
P022630,Passenger_22630,VIP,2
P022631,Passenger_22631,UNACCOMPANIED_MINOR,3
P022632,Passenger_22632,NORMAL,1
P022633,Passenger_22633,VIP,2
P022634,Passenger_22634,LOYALTY,5
P022635,Passenger_22635,LOYALTY,0
P022636,Passenger_22636,LOYALTY,1
P022637,Passenger_22637,UNACCOMPANIED_MINOR,4
P022638,Passenger_22638,UNACCOMPANIED_MINOR,0
P022639,Passenger_22639,UNACCOMPANIED_MINOR,3
P022640,Passenger_22640,NORMAL,0
P022641,Passenger_22641,NORMAL,1
P022642,Passenger_22642,NORMAL,4
P022643,Passenger_22643,VIP,5
P022644,Passenger_22644,VIP,5
P022645,Passenger_22645,NORMAL,3
P022646,Passenger_22646,LOYALTY,5
P022647,Passenger_22647,VIP,4
P022648,Passenger_22648,LOYALTY,1
P022649,Passenger_22649,NORMAL,0
P022650,Passenger_22650,UNACCOMPANIED_MINOR,4
P022651,Passenger_22651,LOYALTY,2
P022652,Passenger_22652,VIP,0
P022653,Passenger_22653,VIP,1
P022654,Passenger_22654,VIP,5
P022655,Passenger_22655,UNACCOMPANIED_MINOR,2
P022656,Passenger_22656,NORMAL,5
P022657,Passenger_22657,UNACCOMPANIED_MINOR,0
P022658,Passenger_22658,VIP,3
P022659,Passenger_22659,VIP,1
P022660,Passenger_22660,LOYALTY,4
P022661,Passenger_22661,NORMAL,0
P022662,Passenger_22662,VIP,0
P022663,Passenger_22663,NORMAL,2
P022664,Passenger_22664,UNACCOMPANIED_MINOR,5
P022665,Passenger_22665,LOYALTY,3
P022666,Passenger_22666,VIP,0
P022667,Passenger_22667,UNACCOMPANIED_MINOR,5
P022668,Passenger_22668,LOYALTY,5
P022669,Passenger_22669,UNACCOMPANIED_MINOR,1
P022670,Passenger_22670,LOYALTY,4
P022671,Passenger_22671,LOYALTY,1
P022672,Passenger_22672,VIP,0
P022673,Passenger_22673,VIP,1
P022674,Passenger_22674,UNACCOMPANIED_MINOR,2
P022675,Passenger_22675,LOYALTY,0
P022676,Passenger_22676,LOYALTY,1
P022677,Passenger_22677,VIP,4
P022678,Passenger_22678,VIP,4
P022679,Passenger_22679,VIP,1
P022680,Passenger_22680,NORMAL,4
P022681,Passenger_22681,VIP,0
P022682,Passenger_22682,VIP,2
P022683,Passenger_22683,VIP,3
P022684,Passenger_22684,LOYALTY,0
P022685,Passenger_22685,VIP,1
P022686,Passenger_22686,VIP,2
P022687,Passenger_22687,UNACCOMPANIED_MINOR,5
P022688,Passenger_22688,UNACCOMPANIED_MINOR,1
P022689,Passenger_22689,UNACCOMPANIED_MINOR,1
P022690,Passenger_22690,NORMAL,1
P022691,Passenger_22691,LOYALTY,5
P022692,Passenger_22692,NORMAL,0
P022693,Passenger_22693,NORMAL,4
P022694,Passenger_22694,LOYALTY,5
P022695,Passenger_22695,LOYALTY,4
P022696,Passenger_22696,NORMAL,3
P022697,Passenger_22697,VIP,1
P022698,Passenger_22698,VIP,5
P022699,Passenger_22699,UNACCOMPANIED_MINOR,1
P022700,Passenger_22700,NORMAL,1
P022701,Passenger_22701,LOYALTY,0
P022702,Passenger_22702,UNACCOMPANIED_MINOR,2
P022703,Passenger_22703,NORMAL,2
P022704,Passenger_22704,VIP,3
P022705,Passenger_22705,UNACCOMPANIED_MINOR,1
P022706,Passenger_22706,LOYALTY,3
P022707,Passenger_22707,UNACCOMPANIED_MINOR,0
P022708,Passenger_22708,NORMAL,3
P022709,Passenger_22709,LOYALTY,3
P022710,Passenger_22710,UNACCOMPANIED_MINOR,5
P022711,Passenger_22711,UNACCOMPANIED_MINOR,5
P022712,Passenger_22712,UNACCOMPANIED_MINOR,5
P022713,Passenger_22713,VIP,5
P022714,Passenger_22714,UNACCOMPANIED_MINOR,1
P022715,Passenger_22715,LOYALTY,2
P022716,Passenger_22716,UNACCOMPANIED_MINOR,0
P022717,Passenger_22717,VIP,5
P022718,Passenger_22718,UNACCOMPANIED_MINOR,0
P022719,Passenger_22719,VIP,0
P022720,Passenger_22720,LOYALTY,5
P022721,Passenger_22721,NORMAL,0
P022722,Passenger_22722,LOYALTY,2
P022723,Passenger_22723,NORMAL,5
P022724,Passenger_22724,VIP,4
P022725,Passenger_22725,LOYALTY,3
P022726,Passenger_22726,LOYALTY,2
P022727,Passenger_22727,NORMAL,3
P022728,Passenger_22728,NORMAL,5
P022729,Passenger_22729,LOYALTY,2
P022730,Passenger_22730,VIP,5
P022731,Passenger_22731,VIP,5
P022732,Passenger_22732,LOYALTY,3
P022733,Passenger_22733,UNACCOMPANIED_MINOR,2
P022734,Passenger_22734,UNACCOMPANIED_MINOR,4
P022735,Passenger_22735,LOYALTY,2
P022736,Passenger_22736,VIP,1
P022737,Passenger_22737,LOYALTY,1
P022738,Passenger_22738,LOYALTY,4
P022739,Passenger_22739,LOYALTY,3
P022740,Passenger_22740,LOYALTY,0
P022741,Passenger_22741,LOYALTY,0
P022742,Passenger_22742,LOYALTY,5
P022743,Passenger_22743,UNACCOMPANIED_MINOR,1
P022744,Passenger_22744,LOYALTY,1
P022745,Passenger_22745,NORMAL,2
P022746,Passenger_22746,VIP,4
P022747,Passenger_22747,VIP,0
P022748,Passenger_22748,NORMAL,0
P022749,Passenger_22749,VIP,2
P022750,Passenger_22750,LOYALTY,2
P022751,Passenger_22751,VIP,2
P022752,Passenger_22752,UNACCOMPANIED_MINOR,1
P022753,Passenger_22753,LOYALTY,3
P022754,Passenger_22754,LOYALTY,4
P022755,Passenger_22755,NORMAL,3
P022756,Passenger_22756,LOYALTY,3
P022757,Passenger_22757,LOYALTY,2
P022758,Passenger_22758,LOYALTY,1
P022759,Passenger_22759,VIP,3
P022760,Passenger_22760,UNACCOMPANIED_MINOR,1
P022761,Passenger_22761,NORMAL,2
P022762,Passenger_22762,VIP,2
P022763,Passenger_22763,LOYALTY,3
P022764,Passenger_22764,UNACCOMPANIED_MINOR,1
P022765,Passenger_22765,LOYALTY,2
P022766,Passenger_22766,VIP,4
P022767,Passenger_22767,VIP,4
P022768,Passenger_22768,VIP,4
P022769,Passenger_22769,LOYALTY,5
P022770,Passenger_22770,UNACCOMPANIED_MINOR,2
P022771,Passenger_22771,UNACCOMPANIED_MINOR,2
P022772,Passenger_22772,VIP,4
P022773,Passenger_22773,UNACCOMPANIED_MINOR,3
P022774,Passenger_22774,VIP,0
P022775,Passenger_22775,LOYALTY,0
P022776,Passenger_22776,NORMAL,4
P022777,Passenger_22777,UNACCOMPANIED_MINOR,0
P022778,Passenger_22778,NORMAL,3
P022779,Passenger_22779,LOYALTY,1
P022780,Passenger_22780,VIP,4
P022781,Passenger_22781,NORMAL,3
P022782,Passenger_22782,LOYALTY,0
P022783,Passenger_22783,LOYALTY,5
P022784,Passenger_22784,VIP,5
P022785,Passenger_22785,VIP,3
P022786,Passenger_22786,VIP,4
P022787,Passenger_22787,VIP,3
P022788,Passenger_22788,UNACCOMPANIED_MINOR,5
P022789,Passenger_22789,VIP,3
P022790,Passenger_22790,UNACCOMPANIED_MINOR,0
P022791,Passenger_22791,LOYALTY,5
P022792,Passenger_22792,NORMAL,3
P022793,Passenger_22793,UNACCOMPANIED_MINOR,5
P022794,Passenger_22794,LOYALTY,2
P022795,Passenger_22795,VIP,0
P022796,Passenger_22796,LOYALTY,5
P022797,Passenger_22797,NORMAL,4
P022798,Passenger_22798,UNACCOMPANIED_MINOR,0
P022799,Passenger_22799,LOYALTY,3
P022800,Passenger_22800,LOYALTY,2
P022801,Passenger_22801,VIP,3
P022802,Passenger_22802,VIP,4
P022803,Passenger_22803,VIP,0
P022804,Passenger_22804,VIP,5
P022805,Passenger_22805,VIP,1
P022806,Passenger_22806,UNACCOMPANIED_MINOR,2
P022807,Passenger_22807,VIP,4
P022808,Passenger_22808,VIP,1
P022809,Passenger_22809,UNACCOMPANIED_MINOR,0
P022810,Passenger_22810,VIP,3
P022811,Passenger_22811,VIP,2
P022812,Passenger_22812,VIP,0
P022813,Passenger_22813,VIP,4
P022814,Passenger_22814,UNACCOMPANIED_MINOR,2
P022815,Passenger_22815,VIP,4
P022816,Passenger_22816,NORMAL,2
P022817,Passenger_22817,NORMAL,1
P022818,Passenger_22818,LOYALTY,1
P022819,Passenger_22819,VIP,0
P022820,Passenger_22820,VIP,5
P022821,Passenger_22821,UNACCOMPANIED_MINOR,3
P022822,Passenger_22822,NORMAL,0
P022823,Passenger_22823,UNACCOMPANIED_MINOR,5
P022824,Passenger_22824,VIP,2
P022825,Passenger_22825,NORMAL,5
P022826,Passenger_22826,NORMAL,2
P022827,Passenger_22827,NORMAL,4
P022828,Passenger_22828,UNACCOMPANIED_MINOR,3
P022829,Passenger_22829,NORMAL,2
P022830,Passenger_22830,UNACCOMPANIED_MINOR,2
P022831,Passenger_22831,NORMAL,0
P022832,Passenger_22832,VIP,5
P022833,Passenger_22833,UNACCOMPANIED_MINOR,4
P022834,Passenger_22834,NORMAL,4
P022835,Passenger_22835,NORMAL,5
P022836,Passenger_22836,LOYALTY,3
P022837,Passenger_22837,UNACCOMPANIED_MINOR,5
P022838,Passenger_22838,LOYALTY,1
P022839,Passenger_22839,VIP,4
P022840,Passenger_22840,NORMAL,5
P022841,Passenger_22841,LOYALTY,2
P022842,Passenger_22842,LOYALTY,3
P022843,Passenger_22843,VIP,4
P022844,Passenger_22844,UNACCOMPANIED_MINOR,4
P022845,Passenger_22845,VIP,3
P022846,Passenger_22846,VIP,1
P022847,Passenger_22847,LOYALTY,4
P022848,Passenger_22848,NORMAL,2
P022849,Passenger_22849,VIP,0
P022850,Passenger_22850,VIP,3
P022851,Passenger_22851,LOYALTY,5
P022852,Passenger_22852,VIP,4
P022853,Passenger_22853,LOYALTY,5
P022854,Passenger_22854,UNACCOMPANIED_MINOR,1
P022855,Passenger_22855,VIP,5
P022856,Passenger_22856,LOYALTY,0
P022857,Passenger_22857,VIP,1
P022858,Passenger_22858,NORMAL,0
P022859,Passenger_22859,UNACCOMPANIED_MINOR,0
P022860,Passenger_22860,VIP,1
P022861,Passenger_22861,UNACCOMPANIED_MINOR,1
P022862,Passenger_22862,UNACCOMPANIED_MINOR,2
P022863,Passenger_22863,UNACCOMPANIED_MINOR,5
P022864,Passenger_22864,LOYALTY,4
P022865,Passenger_22865,VIP,3
P022866,Passenger_22866,VIP,4
P022867,Passenger_22867,VIP,3
P022868,Passenger_22868,UNACCOMPANIED_MINOR,0
P022869,Passenger_22869,VIP,0
P022870,Passenger_22870,VIP,3
P022871,Passenger_22871,VIP,4
P022872,Passenger_22872,UNACCOMPANIED_MINOR,2
P022873,Passenger_22873,LOYALTY,5
P022874,Passenger_22874,LOYALTY,4
P022875,Passenger_22875,NORMAL,4
P022876,Passenger_22876,NORMAL,4
P022877,Passenger_22877,VIP,0
P022878,Passenger_22878,VIP,2
P022879,Passenger_22879,VIP,3
P022880,Passenger_22880,VIP,1
P022881,Passenger_22881,NORMAL,5
P022882,Passenger_22882,LOYALTY,2
P022883,Passenger_22883,NORMAL,2
P022884,Passenger_22884,LOYALTY,0
P022885,Passenger_22885,UNACCOMPANIED_MINOR,3
P022886,Passenger_22886,LOYALTY,5
P022887,Passenger_22887,NORMAL,2
P022888,Passenger_22888,VIP,1
P022889,Passenger_22889,UNACCOMPANIED_MINOR,0
P022890,Passenger_22890,LOYALTY,2
P022891,Passenger_22891,VIP,1
P022892,Passenger_22892,NORMAL,0
P022893,Passenger_22893,UNACCOMPANIED_MINOR,5
P022894,Passenger_22894,LOYALTY,4
P022895,Passenger_22895,VIP,4
P022896,Passenger_22896,UNACCOMPANIED_MINOR,1
P022897,Passenger_22897,UNACCOMPANIED_MINOR,2
P022898,Passenger_22898,LOYALTY,5
P022899,Passenger_22899,UNACCOMPANIED_MINOR,4
P022900,Passenger_22900,VIP,4
P022901,Passenger_22901,VIP,0
P022902,Passenger_22902,UNACCOMPANIED_MINOR,0
P022903,Passenger_22903,NORMAL,1
P022904,Passenger_22904,VIP,1
P022905,Passenger_22905,LOYALTY,1
P022906,Passenger_22906,VIP,5
P022907,Passenger_22907,VIP,5
P022908,Passenger_22908,NORMAL,2
P022909,Passenger_22909,VIP,5
P022910,Passenger_22910,NORMAL,2
P022911,Passenger_22911,UNACCOMPANIED_MINOR,5
P022912,Passenger_22912,NORMAL,0
P022913,Passenger_22913,UNACCOMPANIED_MINOR,1
P022914,Passenger_22914,NORMAL,4
P022915,Passenger_22915,NORMAL,1
P022916,Passenger_22916,NORMAL,0
P022917,Passenger_22917,NORMAL,0
P022918,Passenger_22918,VIP,0
P022919,Passenger_22919,LOYALTY,2
P022920,Passenger_22920,UNACCOMPANIED_MINOR,5
P022921,Passenger_22921,NORMAL,2
P022922,Passenger_22922,UNACCOMPANIED_MINOR,0
P022923,Passenger_22923,LOYALTY,5
P022924,Passenger_22924,LOYALTY,2
P022925,Passenger_22925,NORMAL,4
P022926,Passenger_22926,LOYALTY,5
P022927,Passenger_22927,NORMAL,0
P022928,Passenger_22928,NORMAL,4
P022929,Passenger_22929,VIP,2
P022930,Passenger_22930,LOYALTY,3
P022931,Passenger_22931,NORMAL,3
P022932,Passenger_22932,LOYALTY,4
P022933,Passenger_22933,LOYALTY,3
P022934,Passenger_22934,NORMAL,1
P022935,Passenger_22935,UNACCOMPANIED_MINOR,0
P022936,Passenger_22936,LOYALTY,2
P022937,Passenger_22937,LOYALTY,3
P022938,Passenger_22938,UNACCOMPANIED_MINOR,3
P022939,Passenger_22939,NORMAL,2
P022940,Passenger_22940,NORMAL,1
P022941,Passenger_22941,UNACCOMPANIED_MINOR,0
P022942,Passenger_22942,LOYALTY,0
P022943,Passenger_22943,NORMAL,0
P022944,Passenger_22944,NORMAL,4
P022945,Passenger_22945,VIP,4
P022946,Passenger_22946,VIP,1
P022947,Passenger_22947,VIP,2
P022948,Passenger_22948,NORMAL,0
P022949,Passenger_22949,LOYALTY,2
P022950,Passenger_22950,NORMAL,5
P022951,Passenger_22951,LOYALTY,2
P022952,Passenger_22952,VIP,3
P022953,Passenger_22953,UNACCOMPANIED_MINOR,2
P022954,Passenger_22954,VIP,3
P022955,Passenger_22955,UNACCOMPANIED_MINOR,4
P022956,Passenger_22956,LOYALTY,3
P022957,Passenger_22957,NORMAL,0
P022958,Passenger_22958,UNACCOMPANIED_MINOR,5
P022959,Passenger_22959,NORMAL,3
P022960,Passenger_22960,VIP,3
P022961,Passenger_22961,UNACCOMPANIED_MINOR,3
P022962,Passenger_22962,LOYALTY,1
P022963,Passenger_22963,UNACCOMPANIED_MINOR,3
P022964,Passenger_22964,LOYALTY,5
P022965,Passenger_22965,NORMAL,4
P022966,Passenger_22966,LOYALTY,4
P022967,Passenger_22967,UNACCOMPANIED_MINOR,4
P022968,Passenger_22968,UNACCOMPANIED_MINOR,3
P022969,Passenger_22969,LOYALTY,2
P022970,Passenger_22970,VIP,4
P022971,Passenger_22971,VIP,4
P022972,Passenger_22972,VIP,0
P022973,Passenger_22973,UNACCOMPANIED_MINOR,3
P022974,Passenger_22974,LOYALTY,3
P022975,Passenger_22975,LOYALTY,2
P022976,Passenger_22976,UNACCOMPANIED_MINOR,2
P022977,Passenger_22977,VIP,5
P022978,Passenger_22978,VIP,2
P022979,Passenger_22979,LOYALTY,2
P022980,Passenger_22980,NORMAL,2
P022981,Passenger_22981,VIP,0
P022982,Passenger_22982,UNACCOMPANIED_MINOR,4
P022983,Passenger_22983,LOYALTY,1
P022984,Passenger_22984,NORMAL,2
P022985,Passenger_22985,LOYALTY,0
P022986,Passenger_22986,VIP,3
P022987,Passenger_22987,LOYALTY,5
P022988,Passenger_22988,LOYALTY,4
P022989,Passenger_22989,NORMAL,1
P022990,Passenger_22990,LOYALTY,3
P022991,Passenger_22991,NORMAL,2
P022992,Passenger_22992,VIP,2
P022993,Passenger_22993,VIP,0
P022994,Passenger_22994,LOYALTY,3
P022995,Passenger_22995,VIP,0
P022996,Passenger_22996,LOYALTY,2
P022997,Passenger_22997,LOYALTY,1
P022998,Passenger_22998,NORMAL,5
P022999,Passenger_22999,VIP,4
P023000,Passenger_23000,LOYALTY,0
P023001,Passenger_23001,UNACCOMPANIED_MINOR,4
P023002,Passenger_23002,NORMAL,5
P023003,Passenger_23003,VIP,5
P023004,Passenger_23004,LOYALTY,3
P023005,Passenger_23005,UNACCOMPANIED_MINOR,0
P023006,Passenger_23006,LOYALTY,3
P023007,Passenger_23007,UNACCOMPANIED_MINOR,3
P023008,Passenger_23008,LOYALTY,2
P023009,Passenger_23009,VIP,1
P023010,Passenger_23010,VIP,5
P023011,Passenger_23011,LOYALTY,4
P023012,Passenger_23012,VIP,4
P023013,Passenger_23013,NORMAL,1
P023014,Passenger_23014,NORMAL,1
P023015,Passenger_23015,NORMAL,0
P023016,Passenger_23016,LOYALTY,5
P023017,Passenger_23017,LOYALTY,5
P023018,Passenger_23018,UNACCOMPANIED_MINOR,5
P023019,Passenger_23019,UNACCOMPANIED_MINOR,4
P023020,Passenger_23020,VIP,2
P023021,Passenger_23021,UNACCOMPANIED_MINOR,2
P023022,Passenger_23022,LOYALTY,0
P023023,Passenger_23023,NORMAL,3
P023024,Passenger_23024,UNACCOMPANIED_MINOR,5
P023025,Passenger_23025,NORMAL,0
P023026,Passenger_23026,LOYALTY,4
P023027,Passenger_23027,NORMAL,0
P023028,Passenger_23028,VIP,4
P023029,Passenger_23029,LOYALTY,4
P023030,Passenger_23030,NORMAL,1
P023031,Passenger_23031,NORMAL,3
P023032,Passenger_23032,VIP,5
P023033,Passenger_23033,NORMAL,3
P023034,Passenger_23034,UNACCOMPANIED_MINOR,5
P023035,Passenger_23035,NORMAL,1
P023036,Passenger_23036,NORMAL,2
P023037,Passenger_23037,LOYALTY,5
P023038,Passenger_23038,NORMAL,3
P023039,Passenger_23039,LOYALTY,2
P023040,Passenger_23040,NORMAL,0
P023041,Passenger_23041,NORMAL,3
P023042,Passenger_23042,UNACCOMPANIED_MINOR,5
P023043,Passenger_23043,LOYALTY,2
P023044,Passenger_23044,NORMAL,1
P023045,Passenger_23045,NORMAL,0
P023046,Passenger_23046,VIP,4
P023047,Passenger_23047,LOYALTY,0
P023048,Passenger_23048,UNACCOMPANIED_MINOR,5
P023049,Passenger_23049,NORMAL,4
P023050,Passenger_23050,VIP,1
P023051,Passenger_23051,LOYALTY,4
P023052,Passenger_23052,NORMAL,1
P023053,Passenger_23053,VIP,1
P023054,Passenger_23054,VIP,0
P023055,Passenger_23055,NORMAL,4
P023056,Passenger_23056,UNACCOMPANIED_MINOR,1
P023057,Passenger_23057,UNACCOMPANIED_MINOR,2
P023058,Passenger_23058,LOYALTY,4
P023059,Passenger_23059,LOYALTY,1
P023060,Passenger_23060,NORMAL,3
P023061,Passenger_23061,VIP,3
P023062,Passenger_23062,NORMAL,1
P023063,Passenger_23063,UNACCOMPANIED_MINOR,1
P023064,Passenger_23064,NORMAL,0
P023065,Passenger_23065,VIP,4
P023066,Passenger_23066,UNACCOMPANIED_MINOR,5
P023067,Passenger_23067,VIP,5
P023068,Passenger_23068,VIP,2
P023069,Passenger_23069,NORMAL,5
P023070,Passenger_23070,UNACCOMPANIED_MINOR,4
P023071,Passenger_23071,NORMAL,4
P023072,Passenger_23072,VIP,2
P023073,Passenger_23073,UNACCOMPANIED_MINOR,3
P023074,Passenger_23074,LOYALTY,2
P023075,Passenger_23075,NORMAL,5
P023076,Passenger_23076,UNACCOMPANIED_MINOR,1
P023077,Passenger_23077,VIP,1
P023078,Passenger_23078,NORMAL,3
P023079,Passenger_23079,VIP,0
P023080,Passenger_23080,LOYALTY,5
P023081,Passenger_23081,LOYALTY,3
P023082,Passenger_23082,LOYALTY,4
P023083,Passenger_23083,LOYALTY,0
P023084,Passenger_23084,VIP,2
P023085,Passenger_23085,UNACCOMPANIED_MINOR,2
P023086,Passenger_23086,NORMAL,5
P023087,Passenger_23087,LOYALTY,4
P023088,Passenger_23088,UNACCOMPANIED_MINOR,0
P023089,Passenger_23089,LOYALTY,3
P023090,Passenger_23090,UNACCOMPANIED_MINOR,4
P023091,Passenger_23091,NORMAL,2
P023092,Passenger_23092,VIP,1
P023093,Passenger_23093,VIP,1
P023094,Passenger_23094,NORMAL,3
P023095,Passenger_23095,NORMAL,1
P023096,Passenger_23096,UNACCOMPANIED_MINOR,3
P023097,Passenger_23097,UNACCOMPANIED_MINOR,1
P023098,Passenger_23098,NORMAL,5
P023099,Passenger_23099,UNACCOMPANIED_MINOR,5
P023100,Passenger_23100,UNACCOMPANIED_MINOR,5
P023101,Passenger_23101,LOYALTY,4
P023102,Passenger_23102,UNACCOMPANIED_MINOR,4
P023103,Passenger_23103,LOYALTY,3
P023104,Passenger_23104,VIP,0
P023105,Passenger_23105,NORMAL,5
P023106,Passenger_23106,LOYALTY,0
P023107,Passenger_23107,LOYALTY,1
P023108,Passenger_23108,VIP,2
P023109,Passenger_23109,LOYALTY,3
P023110,Passenger_23110,UNACCOMPANIED_MINOR,1
P023111,Passenger_23111,VIP,1
P023112,Passenger_23112,UNACCOMPANIED_MINOR,3
P023113,Passenger_23113,NORMAL,4
P023114,Passenger_23114,LOYALTY,1
P023115,Passenger_23115,LOYALTY,4
P023116,Passenger_23116,VIP,1
P023117,Passenger_23117,NORMAL,1
P023118,Passenger_23118,NORMAL,2
P023119,Passenger_23119,VIP,4
P023120,Passenger_23120,VIP,1
P023121,Passenger_23121,LOYALTY,1
P023122,Passenger_23122,LOYALTY,0
P023123,Passenger_23123,VIP,4
P023124,Passenger_23124,NORMAL,0
P023125,Passenger_23125,VIP,5
P023126,Passenger_23126,NORMAL,4
P023127,Passenger_23127,VIP,0
P023128,Passenger_23128,UNACCOMPANIED_MINOR,4
P023129,Passenger_23129,UNACCOMPANIED_MINOR,1
P023130,Passenger_23130,LOYALTY,4
P023131,Passenger_23131,NORMAL,0
P023132,Passenger_23132,NORMAL,4
P023133,Passenger_23133,UNACCOMPANIED_MINOR,0
P023134,Passenger_23134,VIP,0
P023135,Passenger_23135,NORMAL,0
P023136,Passenger_23136,LOYALTY,4
P023137,Passenger_23137,NORMAL,0
P023138,Passenger_23138,LOYALTY,1
P023139,Passenger_23139,NORMAL,1
P023140,Passenger_23140,UNACCOMPANIED_MINOR,0
P023141,Passenger_23141,UNACCOMPANIED_MINOR,0
P023142,Passenger_23142,LOYALTY,1
P023143,Passenger_23143,UNACCOMPANIED_MINOR,2
P023144,Passenger_23144,UNACCOMPANIED_MINOR,0
P023145,Passenger_23145,LOYALTY,3
P023146,Passenger_23146,NORMAL,3
P023147,Passenger_23147,LOYALTY,5
P023148,Passenger_23148,NORMAL,3
P023149,Passenger_23149,LOYALTY,5
P023150,Passenger_23150,VIP,2
P023151,Passenger_23151,UNACCOMPANIED_MINOR,4
P023152,Passenger_23152,UNACCOMPANIED_MINOR,4
P023153,Passenger_23153,NORMAL,5
P023154,Passenger_23154,NORMAL,0
P023155,Passenger_23155,LOYALTY,1
P023156,Passenger_23156,NORMAL,4
P023157,Passenger_23157,LOYALTY,3
P023158,Passenger_23158,NORMAL,2
P023159,Passenger_23159,VIP,3
P023160,Passenger_23160,NORMAL,0
P023161,Passenger_23161,UNACCOMPANIED_MINOR,4
P023162,Passenger_23162,NORMAL,4
P023163,Passenger_23163,VIP,4
P023164,Passenger_23164,LOYALTY,1
P023165,Passenger_23165,VIP,4
P023166,Passenger_23166,LOYALTY,0
P023167,Passenger_23167,LOYALTY,3
P023168,Passenger_23168,LOYALTY,5
P023169,Passenger_23169,NORMAL,2
P023170,Passenger_23170,UNACCOMPANIED_MINOR,4
P023171,Passenger_23171,NORMAL,2
P023172,Passenger_23172,VIP,0
P023173,Passenger_23173,NORMAL,2
P023174,Passenger_23174,VIP,1
P023175,Passenger_23175,NORMAL,0
P023176,Passenger_23176,NORMAL,0
P023177,Passenger_23177,UNACCOMPANIED_MINOR,3
P023178,Passenger_23178,NORMAL,2
P023179,Passenger_23179,NORMAL,1
P023180,Passenger_23180,NORMAL,0
P023181,Passenger_23181,UNACCOMPANIED_MINOR,2
P023182,Passenger_23182,LOYALTY,2
P023183,Passenger_23183,LOYALTY,2
