pnr_id,passenger_id,flight_id,seat_class
PNR025783,P025783,FL03065,ECONOMY
PNR025784,P025784,FL02234,FIRST
PNR025785,P025785,FL06457,FIRST
PNR025786,P025786,FL03658,ECONOMY
PNR025787,P025787,FL03878,ECONOMY
PNR025788,P025788,FL05642,BUSINESS
PNR025789,P025789,FL07220,FIRST
PNR025790,P025790,FL05582,ECONOMY
PNR025791,P025791,FL01258,FIRST
PNR025792,P025792,FL02509,FIRST
PNR025793,P025793,FL09170,ECONOMY
PNR025794,P025794,FL05790,BUSINESS
PNR025795,P025795,FL06961,ECONOMY
PNR025796,P025796,FL06500,ECONOMY
PNR025797,P025797,FL03136,FIRST
PNR025798,P025798,FL08950,FIRST
PNR025799,P025799,FL06241,FIRST
PNR025800,P025800,FL03019,ECONOMY
PNR025801,P025801,FL07725,FIRST
PNR025802,P025802,FL07298,ECONOMY
PNR025803,P025803,FL02101,BUSINESS
PNR025804,P025804,FL00682,BUSINESS
PNR025805,P025805,FL03589,ECONOMY
PNR025806,P025806,FL03714,ECONOMY
PNR025807,P025807,FL08031,BUSINESS
PNR025808,P025808,FL03529,BUSINESS
PNR025809,P025809,FL02347,FIRST
PNR025810,P025810,FL04956,FIRST
PNR025811,P025811,FL02974,BUSINESS
PNR025812,P025812,FL06736,FIRST
PNR025813,P025813,FL04076,FIRST
PNR025814,P025814,FL04270,FIRST
PNR025815,P025815,FL08934,ECONOMY
PNR025816,P025816,FL01951,FIRST
PNR025817,P025817,FL05900,BUSINESS
PNR025818,P025818,FL06069,BUSINESS
PNR025819,P025819,FL09187,ECONOMY
PNR025820,P025820,FL00463,ECONOMY
PNR025821,P025821,FL03088,FIRST
PNR025822,P025822,FL00199,FIRST
PNR025823,P025823,FL05684,ECONOMY
PNR025824,P025824,FL00216,ECONOMY
PNR025825,P025825,FL08083,ECONOMY
PNR025826,P025826,FL05363,ECONOMY
PNR025827,P025827,FL08244,BUSINESS
PNR025828,P025828,FL01663,FIRST
PNR025829,P025829,FL00013,ECONOMY
PNR025830,P025830,FL03351,FIRST
PNR025831,P025831,FL02975,FIRST
PNR025832,P025832,FL09839,BUSINESS
PNR025833,P025833,FL02692,ECONOMY
PNR025834,P025834,FL09519,BUSINESS
PNR025835,P025835,FL09192,FIRST
PNR025836,P025836,FL00942,ECONOMY
PNR025837,P025837,FL05059,ECONOMY
PNR025838,P025838,FL08799,BUSINESS
PNR025839,P025839,FL05983,BUSINESS
PNR025840,P025840,FL02584,BUSINESS
PNR025841,P025841,FL08014,FIRST
PNR025842,P025842,FL09916,BUSINESS
PNR025843,P025843,FL08692,FIRST
PNR025844,P025844,FL07449,BUSINESS
PNR025845,P025845,FL02243,FIRST
PNR025846,P025846,FL02603,BUSINESS
PNR025847,P025847,FL09704,FIRST
PNR025848,P025848,FL06966,FIRST
PNR025849,P025849,FL06597,BUSINESS
PNR025850,P025850,FL04150,FIRST
PNR025851,P025851,FL00906,FIRST
PNR025852,P025852,FL08673,BUSINESS
PNR025853,P025853,FL02224,BUSINESS
PNR025854,P025854,FL07535,BUSINESS
PNR025855,P025855,FL03635,BUSINESS
PNR025856,P025856,FL00275,ECONOMY
PNR025857,P025857,FL03956,FIRST
PNR025858,P025858,FL02981,BUSINESS
PNR025859,P025859,FL01875,BUSINESS
PNR025860,P025860,FL02694,BUSINESS
PNR025861,P025861,FL02834,ECONOMY
PNR025862,P025862,FL05567,FIRST
PNR025863,P025863,FL03035,ECONOMY
PNR025864,P025864,FL06463,FIRST
PNR025865,P025865,FL09153,FIRST
PNR025866,P025866,FL08850,BUSINESS
PNR025867,P025867,FL04438,BUSINESS
PNR025868,P025868,FL01040,BUSINESS
PNR025869,P025869,FL01496,BUSINESS
PNR025870,P025870,FL03531,ECONOMY
PNR025871,P025871,FL04361,FIRST
PNR025872,P025872,FL02277,FIRST
PNR025873,P025873,FL09160,FIRST
PNR025874,P025874,FL04517,BUSINESS
PNR025875,P025875,FL01935,FIRST
PNR025876,P025876,FL08487,ECONOMY
PNR025877,P025877,FL02101,BUSINESS
PNR025878,P025878,FL08488,FIRST
PNR025879,P025879,FL05818,BUSINESS
PNR025880,P025880,FL01456,ECONOMY
PNR025881,P025881,FL04300,BUSINESS
PNR025882,P025882,FL08537,FIRST
PNR025883,P025883,FL08421,FIRST
PNR025884,P025884,FL05987,FIRST
PNR025885,P025885,FL09364,ECONOMY
PNR025886,P025886,FL02720,BUSINESS
PNR025887,P025887,FL08938,BUSINESS
PNR025888,P025888,FL05239,FIRST
PNR025889,P025889,FL05416,ECONOMY
PNR025890,P025890,FL02663,BUSINESS
PNR025891,P025891,FL06914,BUSINESS
PNR025892,P025892,FL05181,FIRST
PNR025893,P025893,FL03187,FIRST
PNR025894,P025894,FL06191,BUSINESS
PNR025895,P025895,FL06879,FIRST
PNR025896,P025896,FL09783,ECONOMY
PNR025897,P025897,FL02239,BUSINESS
PNR025898,P025898,FL01715,FIRST
PNR025899,P025899,FL02841,ECONOMY
PNR025900,P025900,FL03125,FIRST
PNR025901,P025901,FL00486,FIRST
PNR025902,P025902,FL08573,BUSINESS
PNR025903,P025903,FL02743,BUSINESS
PNR025904,P025904,FL06315,ECONOMY
PNR025905,P025905,FL00592,ECONOMY
PNR025906,P025906,FL06531,ECONOMY
PNR025907,P025907,FL02965,BUSINESS
PNR025908,P025908,FL03385,ECONOMY
PNR025909,P025909,FL08372,FIRST
PNR025910,P025910,FL01697,BUSINESS
PNR025911,P025911,FL09179,BUSINESS
PNR025912,P025912,FL00728,BUSINESS
PNR025913,P025913,FL01719,ECONOMY
PNR025914,P025914,FL05983,BUSINESS
PNR025915,P025915,FL03176,BUSINESS
PNR025916,P025916,FL01851,FIRST
PNR025917,P025917,FL07620,FIRST
PNR025918,P025918,FL03718,BUSINESS
PNR025919,P025919,FL03718,BUSINESS
PNR025920,P025920,FL06737,BUSINESS
PNR025921,P025921,FL06067,ECONOMY
PNR025922,P025922,FL09177,BUSINESS
PNR025923,P025923,FL03797,FIRST
PNR025924,P025924,FL03194,BUSINESS
PNR025925,P025925,FL03143,ECONOMY
PNR025926,P025926,FL03404,BUSINESS
PNR025927,P025927,FL04408,BUSINESS
PNR025928,P025928,FL05556,FIRST
PNR025929,P025929,FL01519,ECONOMY
PNR025930,P025930,FL00640,FIRST
PNR025931,P025931,FL09354,FIRST
PNR025932,P025932,FL02925,FIRST
PNR025933,P025933,FL04950,ECONOMY
PNR025934,P025934,FL00662,BUSINESS
PNR025935,P025935,FL01289,FIRST
PNR025936,P025936,FL08099,FIRST
PNR025937,P025937,FL07313,ECONOMY
PNR025938,P025938,FL01987,ECONOMY
PNR025939,P025939,FL00096,BUSINESS
PNR025940,P025940,FL09694,BUSINESS
PNR025941,P025941,FL01323,BUSINESS
PNR025942,P025942,FL07482,BUSINESS
PNR025943,P025943,FL06198,FIRST
PNR025944,P025944,FL04863,ECONOMY
PNR025945,P025945,FL08605,BUSINESS
PNR025946,P025946,FL03473,ECONOMY
PNR025947,P025947,FL08954,FIRST
PNR025948,P025948,FL00742,BUSINESS
PNR025949,P025949,FL02288,BUSINESS
PNR025950,P025950,FL00228,FIRST
PNR025951,P025951,FL08297,ECONOMY
PNR025952,P025952,FL04706,FIRST
PNR025953,P025953,FL01847,FIRST
PNR025954,P025954,FL07132,ECONOMY
PNR025955,P025955,FL00250,BUSINESS
PNR025956,P025956,FL02279,FIRST
PNR025957,P025957,FL00057,ECONOMY
PNR025958,P025958,FL00877,BUSINESS
PNR025959,P025959,FL04272,ECONOMY
PNR025960,P025960,FL05655,ECONOMY
PNR025961,P025961,FL08104,ECONOMY
PNR025962,P025962,FL02614,ECONOMY
PNR025963,P025963,FL00539,FIRST
PNR025964,P025964,FL00774,BUSINESS
PNR025965,P025965,FL07829,ECONOMY
PNR025966,P025966,FL00216,BUSINESS
PNR025967,P025967,FL00866,ECONOMY
PNR025968,P025968,FL05219,ECONOMY
PNR025969,P025969,FL02971,BUSINESS
PNR025970,P025970,FL00571,FIRST
PNR025971,P025971,FL07853,BUSINESS
PNR025972,P025972,FL07435,BUSINESS
PNR025973,P025973,FL04622,BUSINESS
PNR025974,P025974,FL09019,FIRST
PNR025975,P025975,FL08611,BUSINESS
PNR025976,P025976,FL01343,FIRST
PNR025977,P025977,FL02452,ECONOMY
PNR025978,P025978,FL03223,BUSINESS
PNR025979,P025979,FL09665,BUSINESS
PNR025980,P025980,FL08687,ECONOMY
PNR025981,P025981,FL07650,FIRST
PNR025982,P025982,FL07449,FIRST
PNR025983,P025983,FL08998,BUSINESS
PNR025984,P025984,FL03596,BUSINESS
PNR025985,P025985,FL06198,BUSINESS
PNR025986,P025986,FL04919,BUSINESS
PNR025987,P025987,FL01225,BUSINESS
PNR025988,P025988,FL06314,ECONOMY
PNR025989,P025989,FL09337,FIRST
PNR025990,P025990,FL01844,FIRST
PNR025991,P025991,FL02262,BUSINESS
PNR025992,P025992,FL06796,FIRST
PNR025993,P025993,FL02665,BUSINESS
PNR025994,P025994,FL06171,ECONOMY
PNR025995,P025995,FL02966,BUSINESS
PNR025996,P025996,FL02166,BUSINESS
PNR025997,P025997,FL09616,BUSINESS
PNR025998,P025998,FL03424,FIRST
PNR025999,P025999,FL08498,ECONOMY
PNR026000,P026000,FL02511,ECONOMY
PNR026001,P026001,FL09658,ECONOMY
PNR026002,P026002,FL01513,FIRST
PNR026003,P026003,FL02921,ECONOMY
PNR026004,P026004,FL03610,FIRST
PNR026005,P026005,FL05509,FIRST
PNR026006,P026006,FL01926,ECONOMY
PNR026007,P026007,FL03545,FIRST
PNR026008,P026008,FL01699,ECONOMY
PNR026009,P026009,FL04144,ECONOMY
PNR026010,P026010,FL06556,FIRST
PNR026011,P026011,FL02950,FIRST
PNR026012,P026012,FL01819,ECONOMY
PNR026013,P026013,FL00873,BUSINESS
PNR026014,P026014,FL01836,FIRST
PNR026015,P026015,FL04643,ECONOMY
PNR026016,P026016,FL06149,BUSINESS
PNR026017,P026017,FL01584,ECONOMY
PNR026018,P026018,FL05390,BUSINESS
PNR026019,P026019,FL09496,ECONOMY
PNR026020,P026020,FL07727,ECONOMY
PNR026021,P026021,FL08380,FIRST
PNR026022,P026022,FL05516,BUSINESS
PNR026023,P026023,FL02146,ECONOMY
PNR026024,P026024,FL00881,ECONOMY
PNR026025,P026025,FL05750,BUSINESS
PNR026026,P026026,FL05515,BUSINESS
PNR026027,P026027,FL04441,FIRST
PNR026028,P026028,FL05095,BUSINESS
PNR026029,P026029,FL04770,BUSINESS
PNR026030,P026030,FL03201,ECONOMY
PNR026031,P026031,FL05103,FIRST
PNR026032,P026032,FL02227,ECONOMY
PNR026033,P026033,FL03450,ECONOMY
PNR026034,P026034,FL03107,BUSINESS
PNR026035,P026035,FL01130,ECONOMY
PNR026036,P026036,FL02546,BUSINESS
PNR026037,P026037,FL00598,BUSINESS
PNR026038,P026038,FL01052,FIRST
PNR026039,P026039,FL02199,BUSINESS
PNR026040,P026040,FL02891,FIRST
PNR026041,P026041,FL01182,ECONOMY
PNR026042,P026042,FL03163,ECONOMY
PNR026043,P026043,FL05693,ECONOMY
PNR026044,P026044,FL02130,FIRST
PNR026045,P026045,FL07305,FIRST
PNR026046,P026046,FL06877,BUSINESS
PNR026047,P026047,FL08933,FIRST
PNR026048,P026048,FL04751,BUSINESS
PNR026049,P026049,FL08429,ECONOMY
PNR026050,P026050,FL09195,BUSINESS
PNR026051,P026051,FL03589,ECONOMY
PNR026052,P026052,FL02118,BUSINESS
PNR026053,P026053,FL06918,ECONOMY
PNR026054,P026054,FL06514,FIRST
PNR026055,P026055,FL07020,FIRST
PNR026056,P026056,FL04493,BUSINESS
PNR026057,P026057,FL08538,ECONOMY
PNR026058,P026058,FL00841,BUSINESS
PNR026059,P026059,FL00681,FIRST
PNR026060,P026060,FL04282,ECONOMY
PNR026061,P026061,FL05786,ECONOMY
PNR026062,P026062,FL08161,FIRST
PNR026063,P026063,FL04554,ECONOMY
PNR026064,P026064,FL04366,ECONOMY
PNR026065,P026065,FL01906,ECONOMY
PNR026066,P026066,FL01671,FIRST
PNR026067,P026067,FL06148,ECONOMY
PNR026068,P026068,FL06722,FIRST
PNR026069,P026069,FL04794,FIRST
PNR026070,P026070,FL06826,ECONOMY
PNR026071,P026071,FL04583,BUSINESS
PNR026072,P026072,FL07454,BUSINESS
PNR026073,P026073,FL06314,FIRST
PNR026074,P026074,FL08112,BUSINESS
PNR026075,P026075,FL07745,BUSINESS
PNR026076,P026076,FL05000,BUSINESS
PNR026077,P026077,FL02211,BUSINESS
PNR026078,P026078,FL05529,ECONOMY
PNR026079,P026079,FL00501,ECONOMY
PNR026080,P026080,FL05470,BUSINESS
PNR026081,P026081,FL07874,ECONOMY
PNR026082,P026082,FL06631,ECONOMY
PNR026083,P026083,FL00188,ECONOMY
PNR026084,P026084,FL02663,BUSINESS
PNR026085,P026085,FL09002,BUSINESS
PNR026086,P026086,FL00190,BUSINESS
PNR026087,P026087,FL08147,ECONOMY
PNR026088,P026088,FL06808,ECONOMY
PNR026089,P026089,FL08319,FIRST
PNR026090,P026090,FL04390,FIRST
PNR026091,P026091,FL06854,BUSINESS
PNR026092,P026092,FL02024,BUSINESS
PNR026093,P026093,FL09622,FIRST
PNR026094,P026094,FL05390,BUSINESS
PNR026095,P026095,FL08922,FIRST
PNR026096,P026096,FL08161,BUSINESS
PNR026097,P026097,FL04509,ECONOMY
PNR026098,P026098,FL08467,ECONOMY
PNR026099,P026099,FL02983,BUSINESS
PNR026100,P026100,FL09810,FIRST
PNR026101,P026101,FL04215,FIRST
PNR026102,P026102,FL09744,ECONOMY
PNR026103,P026103,FL04143,ECONOMY
PNR026104,P026104,FL00112,FIRST
PNR026105,P026105,FL02688,FIRST
PNR026106,P026106,FL05046,BUSINESS
PNR026107,P026107,FL04553,BUSINESS
PNR026108,P026108,FL00432,ECONOMY
PNR026109,P026109,FL09937,ECONOMY
PNR026110,P026110,FL05034,BUSINESS
PNR026111,P026111,FL07692,ECONOMY
PNR026112,P026112,FL01317,ECONOMY
PNR026113,P026113,FL03018,ECONOMY
PNR026114,P026114,FL08695,FIRST
PNR026115,P026115,FL09419,BUSINESS
PNR026116,P026116,FL06526,ECONOMY
PNR026117,P026117,FL09601,BUSINESS
PNR026118,P026118,FL00087,FIRST
PNR026119,P026119,FL01258,FIRST
PNR026120,P026120,FL06047,ECONOMY
PNR026121,P026121,FL09646,FIRST
PNR026122,P026122,FL01251,FIRST
PNR026123,P026123,FL00249,FIRST
PNR026124,P026124,FL05667,ECONOMY
PNR026125,P026125,FL04478,ECONOMY
PNR026126,P026126,FL05803,ECONOMY
PNR026127,P026127,FL07517,FIRST
PNR026128,P026128,FL07411,ECONOMY
PNR026129,P026129,FL09135,BUSINESS
PNR026130,P026130,FL02724,ECONOMY
PNR026131,P026131,FL08182,ECONOMY
PNR026132,P026132,FL07119,BUSINESS
PNR026133,P026133,FL05612,FIRST
PNR026134,P026134,FL00415,ECONOMY
PNR026135,P026135,FL03315,BUSINESS
PNR026136,P026136,FL04761,BUSINESS
PNR026137,P026137,FL00184,BUSINESS
PNR026138,P026138,FL02012,ECONOMY
PNR026139,P026139,FL07079,FIRST
PNR026140,P026140,FL00490,FIRST
PNR026141,P026141,FL00237,ECONOMY
PNR026142,P026142,FL04957,BUSINESS
PNR026143,P026143,FL01871,BUSINESS
PNR026144,P026144,FL04668,FIRST
PNR026145,P026145,FL01904,ECONOMY
PNR026146,P026146,FL09611,FIRST
PNR026147,P026147,FL06199,ECONOMY
PNR026148,P026148,FL08030,BUSINESS
PNR026149,P026149,FL04771,ECONOMY
PNR026150,P026150,FL09028,BUSINESS
PNR026151,P026151,FL00950,FIRST
PNR026152,P026152,FL03770,BUSINESS
PNR026153,P026153,FL02477,BUSINESS
PNR026154,P026154,FL06582,FIRST
PNR026155,P026155,FL03874,ECONOMY
PNR026156,P026156,FL00801,FIRST
PNR026157,P026157,FL02061,ECONOMY
PNR026158,P026158,FL00525,FIRST
PNR026159,P026159,FL02789,FIRST
PNR026160,P026160,FL03721,ECONOMY
PNR026161,P026161,FL01550,FIRST
PNR026162,P026162,FL06419,BUSINESS
PNR026163,P026163,FL05044,BUSINESS
PNR026164,P026164,FL03600,BUSINESS
PNR026165,P026165,FL08913,BUSINESS
PNR026166,P026166,FL00337,BUSINESS
PNR026167,P026167,FL05496,BUSINESS
PNR026168,P026168,FL00147,BUSINESS
PNR026169,P026169,FL04694,ECONOMY
PNR026170,P026170,FL07214,ECONOMY
PNR026171,P026171,FL04966,FIRST
PNR026172,P026172,FL00142,FIRST
PNR026173,P026173,FL08277,BUSINESS
PNR026174,P026174,FL05994,BUSINESS
PNR026175,P026175,FL00405,BUSINESS
PNR026176,P026176,FL08048,FIRST
PNR026177,P026177,FL06334,FIRST
PNR026178,P026178,FL04030,BUSINESS
PNR026179,P026179,FL01274,FIRST
PNR026180,P026180,FL06182,ECONOMY
PNR026181,P026181,FL09909,FIRST
PNR026182,P026182,FL08743,FIRST
PNR026183,P026183,FL04594,FIRST
PNR026184,P026184,FL06273,ECONOMY
PNR026185,P026185,FL04069,FIRST
PNR026186,P026186,FL02328,BUSINESS
PNR026187,P026187,FL08386,BUSINESS
PNR026188,P026188,FL07633,ECONOMY
PNR026189,P026189,FL05150,BUSINESS
PNR026190,P026190,FL07531,FIRST
PNR026191,P026191,FL04847,ECONOMY
PNR026192,P026192,FL03434,FIRST
PNR026193,P026193,FL05048,ECONOMY
PNR026194,P026194,FL08973,BUSINESS
PNR026195,P026195,FL04884,BUSINESS
PNR026196,P026196,FL06856,BUSINESS
PNR026197,P026197,FL02881,FIRST
PNR026198,P026198,FL05110,ECONOMY
PNR026199,P026199,FL06843,FIRST
PNR026200,P026200,FL09693,ECONOMY
PNR026201,P026201,FL02429,ECONOMY
PNR026202,P026202,FL08138,ECONOMY
PNR026203,P026203,FL02756,BUSINESS
PNR026204,P026204,FL01279,ECONOMY
PNR026205,P026205,FL03903,BUSINESS
PNR026206,P026206,FL00332,ECONOMY
PNR026207,P026207,FL00746,ECONOMY
PNR026208,P026208,FL02871,BUSINESS
PNR026209,P026209,FL08215,FIRST
PNR026210,P026210,FL07185,BUSINESS
PNR026211,P026211,FL05068,BUSINESS
PNR026212,P026212,FL04049,FIRST
PNR026213,P026213,FL03552,FIRST
PNR026214,P026214,FL06857,ECONOMY
PNR026215,P026215,FL00963,BUSINESS
PNR026216,P026216,FL02771,FIRST
PNR026217,P026217,FL06669,BUSINESS
PNR026218,P026218,FL08775,ECONOMY
PNR026219,P026219,FL05198,FIRST
PNR026220,P026220,FL01041,BUSINESS
PNR026221,P026221,FL01582,BUSINESS
PNR026222,P026222,FL07271,ECONOMY
PNR026223,P026223,FL01718,ECONOMY
PNR026224,P026224,FL03516,ECONOMY
PNR026225,P026225,FL02279,BUSINESS
PNR026226,P026226,FL03178,BUSINESS
PNR026227,P026227,FL03448,ECONOMY
PNR026228,P026228,FL03874,ECONOMY
PNR026229,P026229,FL09026,ECONOMY
PNR026230,P026230,FL09935,FIRST
PNR026231,P026231,FL05139,BUSINESS
PNR026232,P026232,FL07357,FIRST
PNR026233,P026233,FL09493,FIRST
PNR026234,P026234,FL05782,BUSINESS
PNR026235,P026235,FL07856,BUSINESS
PNR026236,P026236,FL08536,BUSINESS
PNR026237,P026237,FL06701,ECONOMY
PNR026238,P026238,FL09827,ECONOMY
PNR026239,P026239,FL02972,BUSINESS
PNR026240,P026240,FL06780,BUSINESS
PNR026241,P026241,FL03517,FIRST
PNR026242,P026242,FL09741,BUSINESS
PNR026243,P026243,FL07292,ECONOMY
PNR026244,P026244,FL09136,FIRST
PNR026245,P026245,FL04897,FIRST
PNR026246,P026246,FL04131,BUSINESS
PNR026247,P026247,FL05448,FIRST
PNR026248,P026248,FL00882,ECONOMY
PNR026249,P026249,FL05135,FIRST
PNR026250,P026250,FL07686,FIRST
PNR026251,P026251,FL00602,FIRST
PNR026252,P026252,FL04008,ECONOMY
PNR026253,P026253,FL03765,FIRST
PNR026254,P026254,FL07947,FIRST
PNR026255,P026255,FL09940,ECONOMY
PNR026256,P026256,FL08260,BUSINESS
PNR026257,P026257,FL05072,FIRST
PNR026258,P026258,FL04194,ECONOMY
PNR026259,P026259,FL01407,FIRST
PNR026260,P026260,FL08915,BUSINESS
PNR026261,P026261,FL01520,ECONOMY
PNR026262,P026262,FL09592,BUSINESS
PNR026263,P026263,FL06350,ECONOMY
PNR026264,P026264,FL06056,ECONOMY
PNR026265,P026265,FL02678,FIRST
PNR026266,P026266,FL02692,BUSINESS
PNR026267,P026267,FL04430,ECONOMY
PNR026268,P026268,FL04210,BUSINESS
PNR026269,P026269,FL08352,BUSINESS
PNR026270,P026270,FL06709,FIRST
PNR026271,P026271,FL09645,FIRST
PNR026272,P026272,FL07747,BUSINESS
PNR026273,P026273,FL04300,FIRST
PNR026274,P026274,FL09718,ECONOMY
PNR026275,P026275,FL01393,BUSINESS
PNR026276,P026276,FL08519,FIRST
PNR026277,P026277,FL09984,ECONOMY
PNR026278,P026278,FL08108,FIRST
PNR026279,P026279,FL02540,FIRST
PNR026280,P026280,FL00925,BUSINESS
PNR026281,P026281,FL05036,BUSINESS
PNR026282,P026282,FL05248,BUSINESS
PNR026283,P026283,FL08618,BUSINESS
PNR026284,P026284,FL08904,ECONOMY
PNR026285,P026285,FL02003,ECONOMY
PNR026286,P026286,FL03989,BUSINESS
PNR026287,P026287,FL05066,FIRST
PNR026288,P026288,FL01135,ECONOMY
PNR026289,P026289,FL04471,FIRST
PNR026290,P026290,FL05269,BUSINESS
PNR026291,P026291,FL02907,FIRST
PNR026292,P026292,FL03124,ECONOMY
PNR026293,P026293,FL02612,BUSINESS
PNR026294,P026294,FL06855,FIRST
PNR026295,P026295,FL06259,BUSINESS
PNR026296,P026296,FL05736,BUSINESS
PNR026297,P026297,FL00170,BUSINESS
PNR026298,P026298,FL05915,FIRST
PNR026299,P026299,FL07587,BUSINESS
PNR026300,P026300,FL06161,BUSINESS
PNR026301,P026301,FL03642,ECONOMY
PNR026302,P026302,FL08736,BUSINESS
PNR026303,P026303,FL00450,FIRST
PNR026304,P026304,FL02398,ECONOMY
PNR026305,P026305,FL06124,BUSINESS
PNR026306,P026306,FL07127,FIRST
PNR026307,P026307,FL03480,ECONOMY
PNR026308,P026308,FL03020,ECONOMY
PNR026309,P026309,FL04071,BUSINESS
PNR026310,P026310,FL05177,ECONOMY
PNR026311,P026311,FL01757,BUSINESS
PNR026312,P026312,FL07423,BUSINESS
PNR026313,P026313,FL08185,FIRST
PNR026314,P026314,FL06919,ECONOMY
PNR026315,P026315,FL02948,ECONOMY
PNR026316,P026316,FL08165,FIRST
PNR026317,P026317,FL00659,BUSINESS
PNR026318,P026318,FL05249,FIRST
PNR026319,P026319,FL03582,BUSINESS
PNR026320,P026320,FL00708,ECONOMY
PNR026321,P026321,FL08700,ECONOMY
PNR026322,P026322,FL00462,BUSINESS
PNR026323,P026323,FL05987,ECONOMY
PNR026324,P026324,FL08455,FIRST
PNR026325,P026325,FL00908,FIRST
PNR026326,P026326,FL02570,ECONOMY
PNR026327,P026327,FL01345,ECONOMY
PNR026328,P026328,FL04934,BUSINESS
PNR026329,P026329,FL08582,FIRST
PNR026330,P026330,FL09761,FIRST
PNR026331,P026331,FL04078,BUSINESS
PNR026332,P026332,FL07975,ECONOMY
PNR026333,P026333,FL00477,BUSINESS
PNR026334,P026334,FL09541,ECONOMY
PNR026335,P026335,FL07690,ECONOMY
PNR026336,P026336,FL05793,FIRST
PNR026337,P026337,FL00187,ECONOMY
PNR026338,P026338,FL03668,ECONOMY
PNR026339,P026339,FL05787,BUSINESS
PNR026340,P026340,FL04750,FIRST
PNR026341,P026341,FL02747,ECONOMY
PNR026342,P026342,FL02124,FIRST
PNR026343,P026343,FL07151,FIRST
PNR026344,P026344,FL09929,BUSINESS
PNR026345,P026345,FL02844,BUSINESS
PNR026346,P026346,FL02755,BUSINESS
PNR026347,P026347,FL03473,ECONOMY
PNR026348,P026348,FL00872,FIRST
PNR026349,P026349,FL09526,FIRST
PNR026350,P026350,FL02283,ECONOMY
PNR026351,P026351,FL06336,FIRST
PNR026352,P026352,FL03163,FIRST
PNR026353,P026353,FL00587,BUSINESS
PNR026354,P026354,FL09250,BUSINESS
PNR026355,P026355,FL07112,ECONOMY
PNR026356,P026356,FL06547,BUSINESS
PNR026357,P026357,FL07437,FIRST
PNR026358,P026358,FL03328,ECONOMY
PNR026359,P026359,FL03673,ECONOMY
PNR026360,P026360,FL01115,FIRST
PNR026361,P026361,FL00827,FIRST
PNR026362,P026362,FL02273,ECONOMY
PNR026363,P026363,FL01285,ECONOMY
PNR026364,P026364,FL09373,FIRST
PNR026365,P026365,FL06674,BUSINESS
PNR026366,P026366,FL06144,ECONOMY
PNR026367,P026367,FL04015,BUSINESS
PNR026368,P026368,FL07553,ECONOMY
PNR026369,P026369,FL00198,FIRST
PNR026370,P026370,FL05803,FIRST
PNR026371,P026371,FL07754,ECONOMY
PNR026372,P026372,FL06415,BUSINESS
PNR026373,P026373,FL00938,FIRST
PNR026374,P026374,FL03764,ECONOMY
PNR026375,P026375,FL08042,BUSINESS
PNR026376,P026376,FL01690,ECONOMY
PNR026377,P026377,FL03859,FIRST
PNR026378,P026378,FL05901,ECONOMY
PNR026379,P026379,FL02101,ECONOMY
PNR026380,P026380,FL07320,BUSINESS
PNR026381,P026381,FL06569,ECONOMY
PNR026382,P026382,FL01988,BUSINESS
PNR026383,P026383,FL04447,FIRST
PNR026384,P026384,FL09533,FIRST
PNR026385,P026385,FL05421,BUSINESS
PNR026386,P026386,FL00731,BUSINESS
PNR026387,P026387,FL03852,FIRST
PNR026388,P026388,FL05772,FIRST
PNR026389,P026389,FL05496,FIRST
PNR026390,P026390,FL06228,BUSINESS
PNR026391,P026391,FL00448,ECONOMY
PNR026392,P026392,FL03171,ECONOMY
PNR026393,P026393,FL00456,ECONOMY
PNR026394,P026394,FL00394,ECONOMY
PNR026395,P026395,FL02045,ECONOMY
PNR026396,P026396,FL05138,FIRST
PNR026397,P026397,FL07333,BUSINESS
PNR026398,P026398,FL03443,BUSINESS
PNR026399,P026399,FL08692,BUSINESS
PNR026400,P026400,FL01333,BUSINESS
PNR026401,P026401,FL08044,ECONOMY
PNR026402,P026402,FL02178,ECONOMY
PNR026403,P026403,FL04776,FIRST
PNR026404,P026404,FL09495,FIRST
PNR026405,P026405,FL08086,FIRST
PNR026406,P026406,FL04718,BUSINESS
PNR026407,P026407,FL02017,FIRST
PNR026408,P026408,FL07826,FIRST
PNR026409,P026409,FL06893,ECONOMY
PNR026410,P026410,FL04462,FIRST
PNR026411,P026411,FL06375,FIRST
PNR026412,P026412,FL04320,ECONOMY
PNR026413,P026413,FL03791,ECONOMY
PNR026414,P026414,FL08987,FIRST
PNR026415,P026415,FL03700,BUSINESS
PNR026416,P026416,FL03212,ECONOMY
PNR026417,P026417,FL07357,FIRST
PNR026418,P026418,FL06171,FIRST
PNR026419,P026419,FL02653,BUSINESS
PNR026420,P026420,FL02260,FIRST
PNR026421,P026421,FL09279,ECONOMY
PNR026422,P026422,FL07857,BUSINESS
PNR026423,P026423,FL06980,FIRST
PNR026424,P026424,FL07609,BUSINESS
PNR026425,P026425,FL08969,BUSINESS
PNR026426,P026426,FL07795,ECONOMY
PNR026427,P026427,FL06170,ECONOMY
PNR026428,P026428,FL00273,ECONOMY
PNR026429,P026429,FL00365,BUSINESS
PNR026430,P026430,FL01585,FIRST
PNR026431,P026431,FL02288,ECONOMY
PNR026432,P026432,FL08560,ECONOMY
PNR026433,P026433,FL05515,FIRST
PNR026434,P026434,FL07389,ECONOMY
PNR026435,P026435,FL09484,ECONOMY
PNR026436,P026436,FL02716,FIRST
