flight_id,total_seats,available_seats
FL01552,199,199
FL01553,163,163
FL01554,166,166
FL01555,175,175
FL01556,143,143
FL01557,135,135
FL01558,174,174
FL01559,191,191
FL01560,204,204
FL01561,147,147
FL01562,146,146
FL01563,167,167
FL01564,204,204
FL01565,181,181
FL01566,209,209
FL01567,217,217
FL01568,173,173
FL01569,173,173
FL01570,185,185
FL01571,126,126
FL01572,191,191
FL01573,220,220
FL01574,198,198
FL01575,165,165
FL01576,217,217
FL01577,120,120
FL01578,158,158
FL01579,215,215
FL01580,194,194
FL01581,131,131
FL01582,123,123
FL01583,184,184
FL01584,173,173
FL01585,217,217
FL01586,211,211
FL01587,126,126
FL01588,157,157
FL01589,145,145
FL01590,130,130
FL01591,180,180
FL01592,131,131
FL01593,167,167
FL01594,162,162
FL01595,207,207
FL01596,180,180
FL01597,191,191
FL01598,161,161
FL01599,218,218
FL01600,140,140
FL01601,131,131
FL01602,200,200
FL01603,211,211
FL01604,194,194
FL01605,178,178
FL01606,194,194
FL01607,149,149
FL01608,148,148
FL01609,170,170
FL01610,191,191
FL01611,169,169
FL01612,125,125
FL01613,219,219
FL01614,198,198
FL01615,207,207
FL01616,151,151
FL01617,128,128
FL01618,205,205
FL01619,207,207
FL01620,173,173
FL01621,124,124
FL01622,187,187
FL01623,193,193
FL01624,186,186
FL01625,184,184
FL01626,189,189
FL01627,164,164
FL01628,202,202
FL01629,206,206
FL01630,123,123
FL01631,131,131
FL01632,124,124
FL01633,167,167
FL01634,167,167
FL01635,217,217
FL01636,190,190
FL01637,145,145
FL01638,196,196
FL01639,130,130
FL01640,131,131
FL01641,133,133
FL01642,167,167
FL01643,146,146
FL01644,142,142
FL01645,125,125
FL01646,140,140
FL01647,171,171
FL01648,156,156
FL01649,126,126
FL01650,124,124
FL01651,198,198
FL01652,210,210
FL01653,144,144
FL01654,207,207
FL01655,206,206
FL01656,213,213
FL01657,150,150
FL01658,210,210
FL01659,147,147
FL01660,193,193
FL01661,175,175
FL01662,151,151
FL01663,183,183
FL01664,195,195
FL01665,125,125
FL01666,143,143
FL01667,120,120
FL01668,205,205
FL01669,205,205
FL01670,150,150
FL01671,189,189
FL01672,191,191
FL01673,201,201
FL01674,177,177
FL01675,186,186
FL01676,141,141
FL01677,203,203
FL01678,128,128
FL01679,191,191
FL01680,188,188
FL01681,198,198
FL01682,147,147
FL01683,187,187
FL01684,158,158
FL01685,156,156
FL01686,177,177
FL01687,186,186
FL01688,132,132
FL01689,216,216
FL01690,216,216
FL01691,172,172
FL01692,218,218
FL01693,177,177
FL01694,175,175
FL01695,171,171
FL01696,151,151
FL01697,215,215
FL01698,154,154
FL01699,137,137
FL01700,214,214
FL01701,121,121
FL01702,189,189
FL01703,149,149
FL01704,158,158
FL01705,185,185
FL01706,209,209
FL01707,131,131
FL01708,143,143
FL01709,157,157
FL01710,143,143
FL01711,215,215
FL01712,218,218
FL01713,171,171
FL01714,175,175
FL01715,157,157
FL01716,181,181
FL01717,155,155
FL01718,139,139
FL01719,213,213
FL01720,172,172
FL01721,159,159
FL01722,155,155
FL01723,123,123
FL01724,152,152
FL01725,179,179
FL01726,202,202
FL01727,191,191
FL01728,144,144
FL01729,218,218
FL01730,207,207
FL01731,217,217
FL01732,141,141
FL01733,217,217
FL01734,183,183
FL01735,196,196
FL01736,175,175
FL01737,172,172
FL01738,150,150
FL01739,176,176
FL01740,196,196
FL01741,220,220
FL01742,203,203
FL01743,161,161
FL01744,186,186
FL01745,131,131
FL01746,207,207
FL01747,208,208
FL01748,190,190
FL01749,180,180
FL01750,176,176
FL01751,158,158
FL01752,154,154
FL01753,198,198
FL01754,192,192
FL01755,141,141
FL01756,159,159
FL01757,169,169
FL01758,187,187
FL01759,177,177
FL01760,204,204
FL01761,131,131
FL01762,159,159
FL01763,152,152
FL01764,169,169
FL01765,198,198
FL01766,147,147
FL01767,192,192
FL01768,198,198
FL01769,210,210
FL01770,162,162
FL01771,151,151
FL01772,131,131
FL01773,161,161
FL01774,162,162
FL01775,175,175
FL01776,171,171
FL01777,159,159
FL01778,203,203
FL01779,138,138
FL01780,145,145
FL01781,198,198
FL01782,155,155
FL01783,121,121
FL01784,139,139
FL01785,200,200
FL01786,168,168
FL01787,194,194
FL01788,217,217
FL01789,121,121
FL01790,191,191
FL01791,192,192
FL01792,168,168
FL01793,154,154
FL01794,218,218
FL01795,195,195
FL01796,169,169
FL01797,169,169
FL01798,173,173
FL01799,205,205
FL01800,186,186
FL01801,128,128
FL01802,135,135
FL01803,204,204
FL01804,188,188
FL01805,143,143
FL01806,137,137
FL01807,193,193
FL01808,220,220
FL01809,138,138
FL01810,151,151
FL01811,205,205
FL01812,218,218
FL01813,203,203
FL01814,200,200
FL01815,202,202
FL01816,137,137
FL01817,154,154
FL01818,169,169
FL01819,191,191
FL01820,182,182
FL01821,137,137
FL01822,143,143
FL01823,126,126
FL01824,148,148
FL01825,179,179
FL01826,146,146
FL01827,149,149
FL01828,182,182
FL01829,210,210
FL01830,191,191
FL01831,219,219
FL01832,154,154
FL01833,126,126
FL01834,169,169
FL01835,206,206
FL01836,211,211
FL01837,128,128
FL01838,146,146
FL01839,185,185
FL01840,172,172
FL01841,182,182
FL01842,158,158
FL01843,210,210
FL01844,186,186
FL01845,161,161
FL01846,183,183
FL01847,184,184
FL01848,151,151
FL01849,126,126
FL01850,153,153
FL01851,220,220
FL01852,162,162
FL01853,161,161
FL01854,194,194
FL01855,169,169
FL01856,207,207
FL01857,161,161
FL01858,206,206
FL01859,219,219
FL01860,177,177
FL01861,204,204
FL01862,171,171
FL01863,203,203
FL01864,205,205
FL01865,167,167
FL01866,178,178
FL01867,184,184
FL01868,169,169
FL01869,191,191
FL01870,206,206
FL01871,120,120
FL01872,126,126
FL01873,165,165
FL01874,163,163
FL01875,128,128
FL01876,214,214
FL01877,136,136
FL01878,170,170
FL01879,201,201
FL01880,215,215
FL01881,181,181
FL01882,203,203
FL01883,174,174
FL01884,153,153
FL01885,201,201
FL01886,152,152
FL01887,197,197
FL01888,153,153
FL01889,147,147
FL01890,173,173
FL01891,148,148
FL01892,141,141
FL01893,179,179
FL01894,124,124
FL01895,167,167
FL01896,172,172
FL01897,133,133
FL01898,152,152
FL01899,175,175
FL01900,165,165
FL01901,144,144
FL01902,152,152
FL01903,152,152
FL01904,142,142
FL01905,125,125
FL01906,127,127
FL01907,157,157
FL01908,139,139
FL01909,131,131
FL01910,207,207
FL01911,185,185
FL01912,175,175
FL01913,176,176
FL01914,152,152
FL01915,178,178
FL01916,211,211
FL01917,132,132
FL01918,167,167
FL01919,137,137
FL01920,126,126
FL01921,151,151
FL01922,161,161
FL01923,130,130
FL01924,200,200
FL01925,193,193
FL01926,131,131
FL01927,193,193
FL01928,187,187
FL01929,164,164
FL01930,205,205
FL01931,204,204
FL01932,122,122
FL01933,163,163
FL01934,172,172
FL01935,167,167
FL01936,200,200
FL01937,132,132
FL01938,150,150
FL01939,148,148
FL01940,160,160
FL01941,190,190
FL01942,160,160
FL01943,126,126
FL01944,189,189
FL01945,131,131
FL01946,200,200
FL01947,153,153
FL01948,144,144
FL01949,143,143
FL01950,143,143
FL01951,210,210
FL01952,192,192
FL01953,184,184
FL01954,180,180
FL01955,174,174
FL01956,172,172
FL01957,210,210
FL01958,146,146
FL01959,143,143
FL01960,182,182
FL01961,205,205
FL01962,195,195
FL01963,208,208
FL01964,211,211
FL01965,126,126
FL01966,219,219
FL01967,155,155
FL01968,136,136
FL01969,146,146
FL01970,146,146
FL01971,190,190
FL01972,132,132
FL01973,120,120
FL01974,171,171
FL01975,125,125
FL01976,215,215
FL01977,184,184
FL01978,198,198
FL01979,129,129
FL01980,214,214
FL01981,182,182
FL01982,125,125
FL01983,124,124
FL01984,166,166
FL01985,139,139
FL01986,136,136
FL01987,197,197
FL01988,130,130
FL01989,187,187
FL01990,154,154
FL01991,164,164
FL01992,178,178
FL01993,203,203
FL01994,219,219
FL01995,157,157
FL01996,194,194
FL01997,218,218
FL01998,172,172
FL01999,166,166
FL02000,199,199
FL02001,196,196
FL02002,122,122
FL02003,162,162
FL02004,136,136
FL02005,180,180
FL02006,122,122
FL02007,210,210
FL02008,143,143
FL02009,164,164
FL02010,198,198
FL02011,199,199
FL02012,174,174
FL02013,132,132
FL02014,134,134
FL02015,157,157
FL02016,147,147
FL02017,160,160
FL02018,184,184
FL02019,144,144
FL02020,125,125
FL02021,159,159
FL02022,120,120
FL02023,200,200
FL02024,181,181
FL02025,181,181
FL02026,213,213
FL02027,214,214
FL02028,212,212
FL02029,166,166
FL02030,135,135
FL02031,148,148
FL02032,125,125
FL02033,174,174
FL02034,129,129
FL02035,121,121
FL02036,196,196
FL02037,216,216
FL02038,139,139
FL02039,137,137
FL02040,133,133
FL02041,171,171
FL02042,190,190
FL02043,195,195
FL02044,178,178
FL02045,156,156
FL02046,163,163
FL02047,145,145
FL02048,178,178
FL02049,134,134
FL02050,156,156
FL02051,177,177
FL02052,150,150
FL02053,139,139
FL02054,125,125
FL02055,156,156
FL02056,151,151
FL02057,130,130
FL02058,198,198
FL02059,136,136
FL02060,176,176
FL02061,156,156
FL02062,151,151
FL02063,131,131
FL02064,142,142
FL02065,172,172
FL02066,174,174
FL02067,172,172
FL02068,164,164
FL02069,170,170
FL02070,125,125
FL02071,142,142
FL02072,148,148
FL02073,145,145
FL02074,171,171
FL02075,131,131
FL02076,172,172
FL02077,165,165
FL02078,163,163
FL02079,185,185
FL02080,122,122
FL02081,173,173
FL02082,217,217
FL02083,138,138
FL02084,152,152
FL02085,178,178
FL02086,161,161
FL02087,162,162
FL02088,163,163
FL02089,139,139
FL02090,173,173
FL02091,178,178
FL02092,137,137
FL02093,126,126
FL02094,206,206
FL02095,150,150
FL02096,171,171
FL02097,200,200
FL02098,180,180
FL02099,215,215
FL02100,127,127
FL02101,138,138
FL02102,178,178
FL02103,212,212
FL02104,160,160
FL02105,134,134
FL02106,120,120
FL02107,120,120
FL02108,165,165
FL02109,215,215
FL02110,207,207
FL02111,175,175
FL02112,190,190
FL02113,182,182
FL02114,125,125
FL02115,174,174
FL02116,194,194
FL02117,120,120
FL02118,160,160
FL02119,179,179
FL02120,129,129
FL02121,218,218
FL02122,129,129
FL02123,142,142
FL02124,130,130
FL02125,209,209
FL02126,186,186
FL02127,131,131
FL02128,169,169
FL02129,178,178
FL02130,208,208
FL02131,196,196
FL02132,145,145
FL02133,143,143
FL02134,150,150
FL02135,166,166
FL02136,144,144
FL02137,193,193
FL02138,149,149
FL02139,217,217
FL02140,209,209
FL02141,149,149
FL02142,122,122
FL02143,200,200
FL02144,167,167
FL02145,154,154
FL02146,187,187
FL02147,156,156
FL02148,213,213
FL02149,194,194
FL02150,209,209
FL02151,160,160
FL02152,130,130
FL02153,173,173
FL02154,162,162
FL02155,180,180
FL02156,127,127
FL02157,176,176
FL02158,194,194
FL02159,157,157
FL02160,144,144
FL02161,138,138
FL02162,133,133
FL02163,210,210
FL02164,187,187
FL02165,149,149
FL02166,124,124
FL02167,138,138
FL02168,154,154
FL02169,142,142
FL02170,170,170
FL02171,207,207
FL02172,153,153
FL02173,172,172
FL02174,215,215
FL02175,187,187
FL02176,220,220
FL02177,162,162
FL02178,200,200
FL02179,207,207
FL02180,162,162
FL02181,214,214
FL02182,134,134
FL02183,193,193
FL02184,123,123
FL02185,138,138
FL02186,212,212
FL02187,124,124
FL02188,158,158
FL02189,128,128
FL02190,219,219
FL02191,203,203
FL02192,128,128
FL02193,161,161
FL02194,210,210
FL02195,159,159
FL02196,189,189
FL02197,184,184
FL02198,124,124
FL02199,219,219
FL02200,160,160
FL02201,132,132
FL02202,126,126
FL02203,197,197
FL02204,148,148
FL02205,144,144
FL02206,156,156
FL02207,170,170
FL02208,219,219
FL02209,166,166
FL02210,212,212
FL02211,151,151
FL02212,148,148
FL02213,173,173
FL02214,145,145
FL02215,217,217
FL02216,150,150
FL02217,120,120
FL02218,160,160
FL02219,181,181
FL02220,210,210
FL02221,218,218
FL02222,167,167
FL02223,209,209
FL02224,158,158
FL02225,144,144
FL02226,179,179
FL02227,209,209
FL02228,126,126
FL02229,120,120
FL02230,193,193
FL02231,189,189
FL02232,156,156
FL02233,135,135
FL02234,171,171
FL02235,218,218
FL02236,153,153
FL02237,149,149
FL02238,177,177
FL02239,177,177
FL02240,124,124
FL02241,201,201
FL02242,202,202
FL02243,138,138
FL02244,132,132
FL02245,220,220
FL02246,179,179
FL02247,121,121
FL02248,215,215
FL02249,154,154
FL02250,176,176
FL02251,127,127
FL02252,134,134
FL02253,143,143
FL02254,163,163
FL02255,210,210
FL02256,209,209
FL02257,199,199
FL02258,141,141
FL02259,190,190
FL02260,207,207
FL02261,148,148
FL02262,147,147
FL02263,200,200
FL02264,192,192
FL02265,215,215
FL02266,180,180
FL02267,131,131
FL02268,177,177
FL02269,202,202
FL02270,189,189
FL02271,167,167
FL02272,168,168
FL02273,187,187
FL02274,133,133
FL02275,178,178
FL02276,168,168
FL02277,197,197
FL02278,176,176
FL02279,167,167
FL02280,124,124
FL02281,165,165
FL02282,197,197
FL02283,132,132
FL02284,183,183
FL02285,214,214
FL02286,150,150
FL02287,208,208
FL02288,219,219
FL02289,192,192
FL02290,150,150
FL02291,123,123
FL02292,217,217
FL02293,209,209
FL02294,128,128
FL02295,127,127
FL02296,207,207
FL02297,164,164
FL02298,212,212
FL02299,166,166
FL02300,195,195
FL02301,130,130
FL02302,219,219
FL02303,168,168
FL02304,197,197
FL02305,218,218
FL02306,190,190
FL02307,144,144
FL02308,151,151
FL02309,211,211
FL02310,203,203
FL02311,129,129
FL02312,182,182
FL02313,195,195
FL02314,147,147
FL02315,168,168
FL02316,156,156
FL02317,202,202
FL02318,183,183
FL02319,123,123
FL02320,186,186
FL02321,197,197
FL02322,211,211
FL02323,152,152
FL02324,212,212
FL02325,158,158
FL02326,125,125
FL02327,169,169
FL02328,164,164
FL02329,210,210
FL02330,211,211
FL02331,200,200
FL02332,157,157
FL02333,165,165
FL02334,139,139
FL02335,214,214
FL02336,162,162
FL02337,193,193
FL02338,145,145
FL02339,167,167
FL02340,179,179
FL02341,122,122
FL02342,204,204
FL02343,183,183
FL02344,168,168
FL02345,167,167
FL02346,120,120
FL02347,193,193
FL02348,153,153
FL02349,170,170
FL02350,143,143
FL02351,121,121
FL02352,180,180
FL02353,188,188
FL02354,202,202
FL02355,161,161
FL02356,174,174
FL02357,138,138
FL02358,203,203
FL02359,212,212
FL02360,143,143
FL02361,177,177
FL02362,134,134
FL02363,194,194
FL02364,204,204
FL02365,140,140
FL02366,172,172
FL02367,123,123
FL02368,217,217
FL02369,136,136
FL02370,200,200
FL02371,204,204
FL02372,169,169
FL02373,220,220
FL02374,214,214
FL02375,128,128
FL02376,135,135
FL02377,191,191
FL02378,175,175
FL02379,185,185
FL02380,122,122
FL02381,214,214
FL02382,135,135
FL02383,123,123
FL02384,197,197
FL02385,220,220
FL02386,148,148
FL02387,175,175
FL02388,120,120
FL02389,195,195
FL02390,203,203
FL02391,128,128
FL02392,195,195
FL02393,155,155
FL02394,193,193
FL02395,120,120
FL02396,191,191
FL02397,128,128
FL02398,203,203
FL02399,179,179
FL02400,126,126
FL02401,126,126
FL02402,145,145
FL02403,137,137
FL02404,183,183
FL02405,208,208
FL02406,171,171
FL02407,205,205
FL02408,141,141
FL02409,187,187
FL02410,123,123
FL02411,164,164
FL02412,205,205
FL02413,205,205
FL02414,208,208
FL02415,187,187
FL02416,179,179
FL02417,179,179
FL02418,182,182
FL02419,183,183
FL02420,220,220
FL02421,126,126
FL02422,130,130
FL02423,155,155
FL02424,205,205
FL02425,195,195
FL02426,179,179
FL02427,137,137
FL02428,209,209
FL02429,169,169
FL02430,184,184
FL02431,136,136
FL02432,132,132
FL02433,133,133
FL02434,192,192
FL02435,162,162
FL02436,174,174
FL02437,202,202
FL02438,203,203
FL02439,218,218
FL02440,214,214
FL02441,196,196
FL02442,171,171
FL02443,159,159
FL02444,175,175
FL02445,123,123
FL02446,182,182
FL02447,177,177
FL02448,145,145
FL02449,201,201
FL02450,160,160
FL02451,196,196
FL02452,166,166
FL02453,169,169
FL02454,209,209
FL02455,192,192
FL02456,207,207
FL02457,134,134
FL02458,195,195
FL02459,141,141
FL02460,139,139
FL02461,124,124
FL02462,165,165
FL02463,135,135
FL02464,146,146
FL02465,167,167
FL02466,171,171
FL02467,150,150
FL02468,213,213
FL02469,192,192
FL02470,214,214
FL02471,204,204
FL02472,178,178
FL02473,156,156
FL02474,213,213
FL02475,187,187
FL02476,220,220
FL02477,205,205
FL02478,198,198
FL02479,142,142
FL02480,165,165
FL02481,125,125
FL02482,126,126
FL02483,183,183
FL02484,165,165
FL02485,133,133
FL02486,174,174
FL02487,179,179
FL02488,215,215
FL02489,154,154
FL02490,212,212
FL02491,187,187
FL02492,173,173
FL02493,201,201
FL02494,180,180
FL02495,144,144
FL02496,166,166
FL02497,189,189
FL02498,135,135
FL02499,190,190
FL02500,136,136
FL02501,213,213
FL02502,134,134
FL02503,182,182
FL02504,213,213
FL02505,183,183
FL02506,153,153
FL02507,185,185
FL02508,177,177
FL02509,156,156
FL02510,183,183
FL02511,177,177
FL02512,197,197
FL02513,150,150
FL02514,167,167
FL02515,198,198
FL02516,199,199
FL02517,205,205
FL02518,206,206
FL02519,162,162
FL02520,203,203
FL02521,190,190
FL02522,159,159
FL02523,147,147
FL02524,188,188
FL02525,150,150
FL02526,167,167
FL02527,169,169
FL02528,197,197
FL02529,194,194
FL02530,195,195
FL02531,180,180
FL02532,216,216
FL02533,135,135
FL02534,142,142
FL02535,164,164
FL02536,138,138
FL02537,218,218
FL02538,124,124
FL02539,130,130
FL02540,198,198
FL02541,145,145
FL02542,127,127
FL02543,209,209
FL02544,168,168
FL02545,152,152
FL02546,174,174
FL02547,201,201
FL02548,193,193
FL02549,135,135
FL02550,139,139
FL02551,168,168
FL02552,182,182
FL02553,134,134
FL02554,193,193
FL02555,131,131
FL02556,192,192
FL02557,173,173
FL02558,194,194
FL02559,193,193
FL02560,144,144
FL02561,146,146
FL02562,167,167
FL02563,150,150
FL02564,206,206
FL02565,124,124
FL02566,147,147
FL02567,200,200
FL02568,129,129
FL02569,151,151
FL02570,217,217
FL02571,191,191
FL02572,181,181
FL02573,191,191
FL02574,147,147
FL02575,125,125
FL02576,161,161
FL02577,202,202
FL02578,170,170
FL02579,187,187
FL02580,136,136
FL02581,185,185
FL02582,214,214
FL02583,212,212
FL02584,220,220
FL02585,181,181
FL02586,167,167
FL02587,149,149
FL02588,150,150
FL02589,162,162
FL02590,162,162
FL02591,142,142
FL02592,174,174
FL02593,208,208
FL02594,141,141
FL02595,126,126
FL02596,137,137
FL02597,196,196
FL02598,206,206
FL02599,155,155
FL02600,219,219
FL02601,190,190
FL02602,182,182
FL02603,152,152
FL02604,181,181
FL02605,184,184
FL02606,135,135
FL02607,134,134
FL02608,143,143
FL02609,191,191
FL02610,140,140
FL02611,171,171
FL02612,195,195
FL02613,205,205
FL02614,195,195
FL02615,145,145
FL02616,157,157
FL02617,215,215
FL02618,167,167
FL02619,135,135
FL02620,177,177
FL02621,149,149
FL02622,193,193
FL02623,141,141
FL02624,136,136
FL02625,137,137
FL02626,194,194
FL02627,148,148
FL02628,130,130
FL02629,176,176
FL02630,202,202
FL02631,178,178
FL02632,185,185
FL02633,175,175
FL02634,162,162
FL02635,121,121
FL02636,151,151
FL02637,192,192
FL02638,203,203
FL02639,155,155
FL02640,207,207
FL02641,212,212
FL02642,176,176
FL02643,167,167
FL02644,217,217
FL02645,202,202
FL02646,202,202
FL02647,127,127
FL02648,160,160
FL02649,161,161
FL02650,181,181
FL02651,208,208
FL02652,204,204
FL02653,183,183
FL02654,212,212
FL02655,181,181
FL02656,219,219
FL02657,192,192
FL02658,130,130
FL02659,178,178
FL02660,158,158
FL02661,146,146
FL02662,129,129
FL02663,136,136
FL02664,205,205
FL02665,158,158
FL02666,147,147
FL02667,158,158
FL02668,202,202
FL02669,160,160
FL02670,146,146
FL02671,164,164
FL02672,151,151
FL02673,184,184
FL02674,209,209
FL02675,129,129
FL02676,128,128
FL02677,208,208
FL02678,162,162
FL02679,183,183
FL02680,165,165
FL02681,124,124
FL02682,195,195
FL02683,138,138
FL02684,178,178
FL02685,140,140
FL02686,126,126
FL02687,199,199
FL02688,154,154
FL02689,185,185
FL02690,124,124
FL02691,213,213
FL02692,220,220
FL02693,144,144
FL02694,168,168
FL02695,195,195
FL02696,209,209
FL02697,167,167
FL02698,177,177
FL02699,202,202
FL02700,165,165
FL02701,173,173
FL02702,143,143
FL02703,198,198
FL02704,152,152
FL02705,145,145
FL02706,145,145
FL02707,193,193
FL02708,132,132
FL02709,172,172
FL02710,188,188
FL02711,168,168
FL02712,178,178
FL02713,120,120
FL02714,186,186
FL02715,188,188
FL02716,160,160
FL02717,161,161
FL02718,122,122
FL02719,171,171
FL02720,193,193
FL02721,217,217
FL02722,154,154
FL02723,149,149
FL02724,219,219
FL02725,194,194
FL02726,202,202
FL02727,154,154
FL02728,154,154
FL02729,133,133
FL02730,127,127
FL02731,220,220
FL02732,211,211
FL02733,128,128
FL02734,122,122
FL02735,158,158
FL02736,138,138
FL02737,182,182
FL02738,219,219
FL02739,215,215
FL02740,195,195
FL02741,180,180
FL02742,153,153
FL02743,199,199
FL02744,144,144
FL02745,164,164
FL02746,155,155
FL02747,194,194
FL02748,139,139
FL02749,134,134
FL02750,120,120
FL02751,133,133
FL02752,187,187
FL02753,129,129
FL02754,184,184
FL02755,189,189
FL02756,201,201
FL02757,198,198
FL02758,173,173
FL02759,198,198
FL02760,199,199
FL02761,202,202
FL02762,134,134
FL02763,147,147
FL02764,139,139
FL02765,217,217
FL02766,200,200
FL02767,195,195
FL02768,151,151
FL02769,167,167
FL02770,177,177
FL02771,161,161
FL02772,146,146
FL02773,187,187
FL02774,159,159
FL02775,184,184
FL02776,201,201
FL02777,129,129
FL02778,132,132
FL02779,131,131
FL02780,161,161
FL02781,211,211
FL02782,183,183
FL02783,124,124
FL02784,144,144
FL02785,158,158
FL02786,178,178
FL02787,167,167
FL02788,170,170
FL02789,126,126
FL02790,202,202
FL02791,131,131
FL02792,172,172
FL02793,156,156
FL02794,207,207
FL02795,140,140
FL02796,169,169
FL02797,143,143
FL02798,158,158
FL02799,162,162
FL02800,161,161
FL02801,156,156
FL02802,173,173
FL02803,140,140
FL02804,120,120
FL02805,142,142
FL02806,135,135
FL02807,149,149
FL02808,163,163
FL02809,210,210
FL02810,152,152
FL02811,169,169
FL02812,199,199
FL02813,210,210
FL02814,209,209
FL02815,141,141
FL02816,138,138
FL02817,204,204
FL02818,151,151
FL02819,192,192
FL02820,156,156
FL02821,120,120
FL02822,182,182
FL02823,130,130
FL02824,216,216
FL02825,176,176
FL02826,151,151
FL02827,205,205
FL02828,157,157
FL02829,149,149
FL02830,155,155
FL02831,169,169
FL02832,169,169
FL02833,127,127
FL02834,199,199
FL02835,163,163
FL02836,153,153
FL02837,180,180
FL02838,207,207
FL02839,126,126
FL02840,212,212
FL02841,204,204
FL02842,126,126
FL02843,173,173
FL02844,126,126
FL02845,151,151
FL02846,193,193
FL02847,187,187
FL02848,129,129
FL02849,126,126
FL02850,176,176
FL02851,193,193
FL02852,219,219
FL02853,165,165
FL02854,133,133
FL02855,170,170
FL02856,144,144
FL02857,163,163
FL02858,137,137
FL02859,129,129
FL02860,153,153
FL02861,200,200
FL02862,217,217
FL02863,214,214
FL02864,130,130
FL02865,214,214
FL02866,142,142
FL02867,120,120
FL02868,141,141
FL02869,141,141
FL02870,157,157
FL02871,201,201
FL02872,133,133
FL02873,182,182
FL02874,163,163
FL02875,171,171
FL02876,128,128
FL02877,169,169
FL02878,185,185
FL02879,125,125
FL02880,197,197
FL02881,163,163
FL02882,175,175
FL02883,152,152
FL02884,205,205
FL02885,130,130
FL02886,187,187
FL02887,213,213
FL02888,162,162
FL02889,154,154
FL02890,135,135
FL02891,144,144
FL02892,147,147
FL02893,206,206
FL02894,145,145
FL02895,175,175
FL02896,170,170
FL02897,166,166
FL02898,213,213
FL02899,121,121
FL02900,137,137
FL02901,186,186
FL02902,163,163
FL02903,196,196
FL02904,128,128
FL02905,162,162
FL02906,175,175
FL02907,209,209
FL02908,217,217
FL02909,160,160
FL02910,190,190
FL02911,134,134
FL02912,176,176
FL02913,202,202
FL02914,198,198
FL02915,132,132
FL02916,205,205
FL02917,167,167
FL02918,213,213
FL02919,180,180
FL02920,190,190
FL02921,141,141
FL02922,192,192
FL02923,127,127
FL02924,210,210
FL02925,162,162
FL02926,142,142
FL02927,214,214
FL02928,158,158
FL02929,195,195
FL02930,142,142
FL02931,141,141
FL02932,130,130
FL02933,194,194
FL02934,134,134
FL02935,202,202
FL02936,207,207
FL02937,133,133
FL02938,203,203
FL02939,156,156
FL02940,140,140
FL02941,193,193
FL02942,194,194
FL02943,197,197
FL02944,154,154
FL02945,184,184
FL02946,134,134
FL02947,157,157
FL02948,134,134
FL02949,156,156
FL02950,120,120
FL02951,216,216
FL02952,130,130
FL02953,147,147
FL02954,185,185
FL02955,166,166
FL02956,208,208
FL02957,210,210
FL02958,170,170
FL02959,193,193
FL02960,194,194
FL02961,144,144
FL02962,194,194
FL02963,135,135
FL02964,156,156
FL02965,141,141
FL02966,172,172
FL02967,161,161
FL02968,139,139
FL02969,120,120
FL02970,135,135
FL02971,140,140
FL02972,210,210
FL02973,123,123
FL02974,133,133
FL02975,177,177
FL02976,158,158
FL02977,125,125
FL02978,139,139
FL02979,126,126
FL02980,199,199
FL02981,184,184
FL02982,202,202
FL02983,158,158
FL02984,209,209
FL02985,159,159
FL02986,175,175
FL02987,199,199
FL02988,184,184
FL02989,185,185
FL02990,186,186
FL02991,170,170
FL02992,171,171
FL02993,166,166
FL02994,199,199
FL02995,158,158
FL02996,189,189
FL02997,129,129
FL02998,208,208
FL02999,189,189
FL03000,138,138
FL03001,179,179
FL03002,143,143
FL03003,196,196
FL03004,135,135
FL03005,151,151
FL03006,204,204
FL03007,169,169
FL03008,178,178
FL03009,205,205
FL03010,161,161
FL03011,197,197
FL03012,133,133
FL03013,173,173
FL03014,159,159
FL03015,154,154
FL03016,208,208
FL03017,201,201
FL03018,193,193
FL03019,135,135
FL03020,160,160
FL03021,144,144
FL03022,139,139
FL03023,212,212
FL03024,134,134
FL03025,191,191
FL03026,203,203
FL03027,123,123
FL03028,132,132
FL03029,132,132
FL03030,144,144
FL03031,127,127
FL03032,186,186
FL03033,160,160
FL03034,137,137
FL03035,147,147
FL03036,133,133
FL03037,165,165
FL03038,171,171
FL03039,188,188
FL03040,218,218
FL03041,141,141
FL03042,150,150
FL03043,157,157
FL03044,143,143
FL03045,189,189
FL03046,152,152
FL03047,211,211
FL03048,121,121
FL03049,213,213
FL03050,136,136
FL03051,138,138
FL03052,212,212
FL03053,214,214
FL03054,152,152
FL03055,170,170
FL03056,142,142
FL03057,170,170
FL03058,181,181
FL03059,130,130
FL03060,200,200
FL03061,151,151
FL03062,219,219
FL03063,140,140
FL03064,121,121
FL03065,137,137
FL03066,160,160
FL03067,151,151
FL03068,216,216
FL03069,152,152
FL03070,140,140
FL03071,150,150
FL03072,188,188
FL03073,174,174
FL03074,176,176
FL03075,125,125
FL03076,177,177
FL03077,180,180
FL03078,169,169
FL03079,123,123
FL03080,159,159
FL03081,218,218
FL03082,137,137
FL03083,199,199
FL03084,213,213
FL03085,145,145
FL03086,203,203
FL03087,201,201
FL03088,204,204
FL03089,204,204
FL03090,195,195
FL03091,216,216
FL03092,188,188
FL03093,183,183
FL03094,201,201
FL03095,210,210
FL03096,174,174
FL03097,210,210
FL03098,170,170
FL03099,180,180
FL03100,158,158
FL03101,126,126
FL03102,189,189
FL03103,209,209
FL03104,183,183
